cluster_0
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
1535;111;87;93;2.42249240122;259933.0;1396
7.17289719626;0.518691588785;0.406542056075;0.434579439252;0.0113200579496;1214.64018692;6.52336448598
11.0;1.0;0.0;0.0;0.0;7.0;1.0
3.43334582716;0.49965050236;0.49118796068;0.49570167463;0.0493181227511;707.320847812;7.08142996594
cluster_1
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
319;0;0;29;0.609422492401;33081.0;87
11.0;0.0;0.0;1.0;0.0210145687035;1140.72413793;3.0
11.0;0.0;0.0;1.0;0.0;1.0;3.0
0.0;0.0;0.0;0.0;0.0446966215341;589.690444599;0.0
cluster_10
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
1177;0;0;0;0.0;131327.0;321
11.0;0.0;0.0;0.0;0.0;1227.35514019;3.0
11.0;0.0;0.0;0.0;0.0;13.0;3.0
0.0;0.0;0.0;0.0;0.0;640.145182895;0.0
cluster_11
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
1188;108;108;0;0.0;128700.0;108
11.0;1.0;1.0;0.0;0.0;1191.66666667;1.0
11.0;1.0;1.0;0.0;0.0;14.0;1.0
0.0;0.0;0.0;0.0;0.0;750.63887604;0.0
cluster_12
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
140;20;0;0;0.0;22364.0;60
7.0;1.0;0.0;0.0;0.0;1118.2;3.0
7.0;1.0;0.0;0.0;0.0;15.0;3.0
0.0;0.0;0.0;0.0;0.0;829.834778736;0.0
cluster_13
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
102;17;0;17;0.16717325228;21132.0;51
6.0;1.0;0.0;1.0;0.00983372072233;1243.05882353;3.0
6.0;1.0;0.0;1.0;0.0;18.0;3.0
0.0;0.0;0.0;0.0;0.0111571469779;737.004786527;0.0
cluster_14
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
1782;162;0;0;0.0;211274.0;486
11.0;1.0;0.0;0.0;0.0;1304.16049383;3.0
11.0;1.0;0.0;0.0;0.0;23.0;3.0
0.0;0.0;0.0;0.0;0.0;678.013391775;0.0
cluster_15
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
54;9;9;9;0.139817629179;7885.0;54
6.0;1.0;1.0;1.0;0.015535292131;876.111111111;6.0
6.0;1.0;1.0;1.0;0.00151975683891;27.0;6.0
0.0;0.0;0.0;0.0;0.0216209146473;751.110650887;0.0
cluster_16
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
143;0;0;0;0.0;15662.0;0
11.0;0.0;0.0;0.0;0.0;1204.76923077;0.0
11.0;0.0;0.0;0.0;0.0;28.0;0.0
0.0;0.0;0.0;0.0;0.0;687.548169372;0.0
cluster_17
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
36;0;0;0;0.0;15456.0;12
3.0;0.0;0.0;0.0;0.0;1288.0;1.0
3.0;0.0;0.0;0.0;0.0;31.0;1.0
0.0;0.0;0.0;0.0;0.0;826.848333533;0.0
cluster_18
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
495;45;45;45;0.344984802432;57634.0;135
11.0;1.0;1.0;1.0;0.00766632894292;1280.75555556;3.0
11.0;1.0;1.0;1.0;0.0;36.0;3.0
0.0;0.0;0.0;0.0;0.0166633729359;676.15127024;0.0
cluster_19
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
126;14;0;14;0.734042553191;17133.0;42
9.0;1.0;0.0;1.0;0.0524316109422;1223.78571429;3.0
9.0;1.0;0.0;1.0;0.00151975683891;38.0;3.0
0.0;0.0;0.0;0.0;0.0510703878406;776.95414266;0.0
cluster_2
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
5324;0;0;0;0.0;577361.0;10648
11.0;0.0;0.0;0.0;0.0;1192.8946281;22.0
11.0;0.0;0.0;0.0;0.0;2.0;22.0
0.0;0.0;0.0;0.0;0.0;693.519067924;0.0
cluster_20
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
55;5;5;0;0.0;5389.0;40
11.0;1.0;1.0;0.0;0.0;1077.8;8.0
11.0;1.0;1.0;0.0;0.0;39.0;8.0
0.0;0.0;0.0;0.0;0.0;682.750730501;0.0
cluster_21
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
126;21;0;0;0.0;24032.0;63
6.0;1.0;0.0;0.0;0.0;1144.38095238;3.0
6.0;1.0;0.0;0.0;0.0;40.0;3.0
0.0;0.0;0.0;0.0;0.0;774.586493445;0.0
cluster_22
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
