cluster_0
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
4215;469;216;469;7.49392097264;543161.0;1466
8.98720682303;1.0;0.460554371002;1.0;0.0159785095366;1158.12579957;3.12579957356
11.0;1.0;0.0;1.0;0.0;3.0;3.0
2.97821630657;0.0;0.498441613785;0.0;0.0552743043564;709.954251774;4.71435177237
cluster_2
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
8132;861;366;0;0.0;1061901.0;2817
9.44483159117;1.0;0.425087108014;0.0;0.0;1233.33449477;3.27177700348
11.0;1.0;0.0;0.0;0.0;12.0;3.0
2.79676050792;0.0;0.494356206206;0.0;0.0;709.044776009;4.47893562378
cluster_5
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
9402;0;136;0;0.0;1118165.0;11862
10.3318681319;0.0;0.149450549451;0.0;0.0;1228.75274725;13.0351648352
11.0;0.0;0.0;0.0;0.0;2.0;22.0
2.06002662529;0.0;0.356532022011;0.0;0.0;681.993990957;9.88109943639
cluster_7
cms;has_analytics;has_js_jquery;html5;html5_tags;id;server
1609;0;64;185;4.07142857143;218298.0;752
8.6972972973;0.0;0.345945945946;1.0;0.0220077220077;1179.98918919;4.06486486486
11.0;0.0;0.0;1.0;0.0;1.0;3.0
2.74802007216;0.0;0.475675675676;0.0;0.0559765629112;711.56319724;5.55426382191
