"alexa_links_in";"alexa_load_time";"alexa_rank";"alexa_rank_dk";"external_links_count";"html5_tags";"img_count";"internal_links_count";"page_rank";"alexa_has_adult_content";"alexa_lang";"cms";"facebook_share";"has_analytics";"has_content_business";"has_content_film";"has_content_food";"has_content_games";"has_content_health";"has_content_music";"has_content_news";"has_content_shop";"has_content_sport";"has_content_technology";"has_content_transport";"has_content_xxx";"has_description";"has_js_angular";"has_js_backbone";"has_js_dojo";"has_js_ember";"has_js_handlebars";"has_js_jquery";"has_js_knockout";"has_js_modernizr";"has_js_mootools";"has_js_prototype";"has_js_underscore";"has_keywords";"html5";"server";"title_tag";"twitter_share";"xhtml";"id";"cluster"
-0.2915311225092241;0.10769897113032693;0.8966065823441002;0.8613974308893763;0.05701098743736687;-0.15951686893449543;-0.1782518961807224;-0.3976221948411175;0.7519464699429849;"0";"0";"11";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";48.0;"cluster_3"
-0.13880654411702012;-7.29446854053416E-15;0.2538002798110796;2.681220082138881;-0.5182765690846751;-0.15951686893449543;-0.3830285902613764;1.1029860690978524;0.7519464699429849;"0";"0";"6";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";49.0;"cluster_3"
0.3400056475990789;-0.4871077470785148;-1.2809544049631698;-1.3656511596185281;-0.16214617695198244;-0.15951686893449543;-0.20100486218968397;0.30927591296484347;1.3447086495663005;"0";"1";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";50.0;"cluster_6"
1.5906324885920603E-4;0.508283087475057;-1.1619915290132308;-1.3362009046596912;-0.609592054246904;-0.15951686893449543;-0.5650523183330689;-0.3976221948411175;0.1591842903196693;"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";51.0;"cluster_1"
-0.04111784983011485;-0.3665856861003384;-1.3470585309133798;-1.4362302189164302;0.4405360251187282;-0.007022096070046774;-0.42853452227929956;-0.13718604985997399;0.1591842903196693;"0";"0";"11";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";52.0;"cluster_1"
-0.15669320645124218;2.148770421077285;-0.8043880407859296;-0.6131463691185932;-0.609592054246904;-0.15951686893449543;-0.5650523183330689;-0.3976221948411175;0.1591842903196693;"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";53.0;"cluster_4"
-0.2612613862513098;-7.29446854053416E-15;0.18818716906964633;0.4597568848128253;-0.20780391953309688;-0.15951686893449543;0.003771831890970093;-0.3356135888932262;0.1591842903196693;"0";"1";"11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";54.0;"cluster_3"
-0.17045217747756689;-1.151279680238825;-0.13120859649039457;-0.07491757159502312;-0.4269610839224462;-0.15951686893449543;0.16304259395370102;-0.3976221948411175;0.7519464699429849;"0";"0";"11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";55.0;"cluster_1"
-0.2612613862513098;-0.836535017396537;-0.587602419173726;-0.8832762939134416;-0.39043488985755465;-0.15951686893449543;-0.42853452227929956;-0.372818752461961;0.1591842903196693;"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";56.0;"cluster_1"
-0.3300562413829332;-7.29446854053416E-15;2.0557081560939094;0.44046189018462184;-0.4360926324386691;-0.15951686893449543;-0.2692637602165686;-0.24880154056617834;-1.6191022485502775;"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";57.0;"cluster_2"
-0.31492137325397607;-7.29446854053416E-15;1.8067682591187268;3.7815425389630097;-0.5365396661171209;-0.15951686893449543;-0.24651079420760708;0.7681395969792392;0.7519464699429849;"0";"0";"6";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";58.0;"cluster_3"
-0.2392470326091903;1.0952862190018586;0.8234766064212473;0.8060512620874242;3.2073952255342633;-0.15951686893449543;-0.0644870661359146;-0.3976221948411175;2.369153591801272E-15;"0";"0";"11";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";59.0;"cluster_5"
-0.06313220347223435;-0.2035774309643876;-1.2294170635400015;-1.1919962079646969;-0.28085630766288;-0.15951686893449543;-0.3602756242524149;-0.372818752461961;0.7519464699429849;"0";"0";"11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";60.0;"cluster_6"
-0.2254880615828656;-0.4671652477799676;-1.221866501236411;-1.3270611703621211;-0.4178295354062233;-0.15951686893449543;-0.33752265824345334;-0.34801531008280445;0.1591842903196693;"1";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3";"1";"0";"0";61.0;"cluster_1"
0.096471860433132;-0.8131242573504164;0.31043792136855086;0.12006342675313814;1.1984545519652277;-0.15951686893449543;-0.2692637602165686;-0.2984084253244914;0.7519464699429849;"0";"0";"3";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"1";"0";"0";62.0;"cluster_3"
-0.15944500065650713;-7.29446854053416E-15;0.08182460987434416;-0.7994953961857161;0.7144824806054147;-0.15951686893449543;-0.13274596416279927;-0.23639981937660007;0.7519464699429849;"0";"0";"3";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";63.0;"cluster_1"
