@RELATION RapidMinerData

@ATTRIBUTE 'alexa_has_adult_content' {0,1}
@ATTRIBUTE 'alexa_lang' {0,1,2,3,4,5}
@ATTRIBUTE 'alexa_links_in' real
@ATTRIBUTE 'alexa_load_time' real
@ATTRIBUTE 'alexa_rank' real
@ATTRIBUTE 'alexa_rank_dk' real
@ATTRIBUTE 'cms' {0,1,2,3,4,5,6,7,8,9,10,11}
@ATTRIBUTE 'external_links_count' real
@ATTRIBUTE 'facebook_share' {0,1}
@ATTRIBUTE 'has_analytics' {0,1}
@ATTRIBUTE 'has_content_business' {0,1}
@ATTRIBUTE 'has_content_film' {0,1}
@ATTRIBUTE 'has_content_food' {0,1}
@ATTRIBUTE 'has_content_games' {0,1}
@ATTRIBUTE 'has_content_health' {0,1}
@ATTRIBUTE 'has_content_music' {0,1}
@ATTRIBUTE 'has_content_news' {0,1}
@ATTRIBUTE 'has_content_shop' {0,1}
@ATTRIBUTE 'has_content_sport' {0,1}
@ATTRIBUTE 'has_content_technology' {0,1}
@ATTRIBUTE 'has_content_transport' {0,1}
@ATTRIBUTE 'has_content_xxx' {0,1}
@ATTRIBUTE 'has_description' {0,1}
@ATTRIBUTE 'has_js_angular' {0,1}
@ATTRIBUTE 'has_js_backbone' {0,1}
@ATTRIBUTE 'has_js_dojo' {0,1}
@ATTRIBUTE 'has_js_ember' {0,1}
@ATTRIBUTE 'has_js_handlebars' {0,1}
@ATTRIBUTE 'has_js_jquery' {0,1}
@ATTRIBUTE 'has_js_knockout' {0,1}
@ATTRIBUTE 'has_js_modernizr' {0,1}
@ATTRIBUTE 'has_js_mootools' {0,1}
@ATTRIBUTE 'has_js_prototype' {0,1}
@ATTRIBUTE 'has_js_underscore' {0,1}
@ATTRIBUTE 'has_keywords' {0,1}
@ATTRIBUTE 'html5' {0,1}
@ATTRIBUTE 'html5_tags' real
@ATTRIBUTE 'img_count' real
@ATTRIBUTE 'internal_links_count' real
@ATTRIBUTE 'page_rank' real
@ATTRIBUTE 'server' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@ATTRIBUTE 'title_tag' {0,1}
@ATTRIBUTE 'twitter_share' {0,1}
@ATTRIBUTE 'xhtml' {0,1}

@DATA
0,0,40,919,1100081,?,6,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,73,3,3,1,0,0
0,?,150,4035,1358014,8365,3,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,5,1,1,0,0
0,?,54,210,160539,545,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0
0,0,32,?,723431,2829,7,80,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1,0,0
0,0,458,3057,77703,314,11,13,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,155,4,1,1,0,0
0,?,106,646,1057782,6922,11,20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,6,1,1,0,0
0,0,87,?,974757,?,11,206,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,37,7,5,3,1,0,0
0,?,499,1576,166580,1241,11,113,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,6,1,1,0,0
0,?,192,4235,137068,521,9,270,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64,7,5,3,1,0,0
0,?,671,898,61786,275,11,148,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,11,5,8,1,0,0
0,1,66,1445,663423,2544,6,9,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,66,3,3,1,0,0
0,1,514,1808,578956,?,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,13,5,3,1,0,0
0,?,317,1829,92311,327,11,52,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,70,6,3,1,0,0
0,?,133,932,1281137,6269,11,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,7,5,1,1,0,0
0,?,147,1652,321824,1894,11,57,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,4,5,22,1,0,0
0,?,49,697,1050963,3556,11,136,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,30,3,1,1,0,0
0,0,45,1968,133705,757,6,31,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,32,8,132,3,3,1,0,0
0,0,57,?,335146,3051,11,19,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,4,4,1,1,0,0
0,?,33,1765,977927,4676,11,73,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,0,5,1,1,0,0
0,0,144,?,710863,8260,6,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,121,5,3,1,0,0
0,1,492,1079,73225,290,11,49,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,57,6,1,1,0,0
0,?,245,2227,122650,348,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,0,215,1218,45761,151,11,115,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,21,4,1,1,0,0
0,0,131,4119,271222,1772,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,1,55,?,683603,3885,11,44,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,5,4,0,1,0,0
0,?,121,313,550905,2832,11,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,1,1,0,0
0,?,55,676,361289,1240,11,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,4,1,1,0,0
0,0,5,?,1459494,3847,3,19,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,12,1,2,1,0,0
0,?,16,?,1356068,10427,6,8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,94,5,3,0,0,0
0,?,71,2904,947544,4567,11,418,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,?,1,1,0,0
0,?,199,1406,94637,632,11,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,2,5,0,1,0,0
1,?,81,1102,97774,366,11,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,4,4,3,1,0,0
0,?,315,703,734394,3216,3,198,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,8,5,3,1,0,0
0,?,129,?,639413,1405,3,145,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,13,5,1,1,0,0
0,0,3273,?,298762,?,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0
0,0,25,2486,139198,664,11,5,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,3,1,1,0,1
0,0,35,?,519673,2369,11,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,11,1,3,1,0,0
0,?,441,2893,29047,91,11,205,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,22,18,0,5,1,1,0,0
0,?,109,?,1367773,5065,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0
0,?,30,?,198095,765,11,11,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,52,3,2,1,0,0
0,0,59,2440,500526,5006,3,816,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,241,10,1,3,1,0,0
0,0,23,?,546511,5053,6,11,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6,25,0,3,1,0,0
0,0,164,?,1052479,?,11,104,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,15,46,1,2,4,1,1,0
0,?,101,1722,770185,3007,11,70,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,6,4,1,1,0,0
0,0,73,1269,897585,7565,11,10,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,56,3,3,1,0,0
0,0,111,1043,159192,517,3,66,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,14,26,1,2,3,1,0,0
0,?,202,1043,291421,1798,11,44,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,89,6,22,1,0,0
0,?,21,232,750124,6389,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0
0,?,69,1342,693244,3317,11,43,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,4,3,0,0,0
0,0,3,?,1710520,3335,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0
0,0,786,760,104961,?,11,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,14,5,22,1,0,0
0,0,4,?,1517799,3609,6,3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,25,?,0,1,0,0
0,?,13964,1284,37079,251,11,22,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,43,7,3,1,0,0
0,0,68,963,176078,836,11,250,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,67,2,2,1,1,0,0
0,0,76,?,517872,?,10,121,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,36,10,3,0,1,0,0
0,0,51,?,1215300,6135,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0
0,?,188,2630,492492,4574,11,198,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,21,5,3,1,0,0
1,1,109,2250,926082,?,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0
0,1,18,1035,533148,2147,11,14,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,2,3,1,0,0
1,?,3277,5386,2067,5,11,127,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,671,7,3,1,0,0
0,?,119,1203,455707,?,11,186,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,1,4,3,1,0,0
0,0,863,1234,710737,2364,11,6,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,74,3,3,1,0,0
0,0,51,737,313568,?,11,298,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,6,3,1,0,0
0,?,302,2169,113662,460,11,151,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2,5,1,1,0,0
0,?,143,1041,674945,3108,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,?,45,?,618631,?,7,75,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,3,3,1,0,0
0,1,142,4327,530058,3497,11,72,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,12,4,3,1,0,0
0,0,30,1942,241975,2276,3,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,18,0,2,2,1,0,0
0,0,293,1359,35804,109,11,195,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,7,6,1,1,1,0
0,0,33,?,886685,6061,11,180,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,4,0,1,0,0
0,0,30,219,447066,825,11,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,1,0,0
0,1,181,5031,309476,1328,11,165,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,28,5,1,1,0,0
0,0,172,?,604641,5840,6,41,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,60,204,4,3,1,1,0
0,0,113,2113,311638,1024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,22,0,0,0
0,0,3,?,996018,2304,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,?,3,1,0,1
0,0,145,?,541116,?,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,3,1,0,0
1,?,69,1588,232201,525,11,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,4,4,3,1,0,0
0,0,56,674,231175,1126,6,66,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,49,18,114,5,6,1,0,0
0,0,8,919,555939,?,6,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,2,1,3,1,0,0
0,?,460,1642,607263,1906,11,247,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,6,1,1,0,0
0,0,114,?,867285,6908,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,0,124,?,377565,1797,11,92,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,4,0,1,0,0
0,?,80,690,858350,6564,11,12,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,51,4,1,1,0,0
0,0,132,?,233441,1556,11,288,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,14,5,3,1,1,0
0,0,72,1067,155294,?,11,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,2,3,1,0,0
0,1,32,?,1144205,3312,11,138,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62,63,0,?,0,1,0,0
0,0,85,693,275337,1171,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,0,50,?,331212,1912,11,2,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,471,3,2,1,0,0
0,1,22,?,941000,3585,11,32,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,3,1,1,0,0
0,?,152,3609,445362,1148,11,251,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,7,5,1,1,0,0
0,1,417,1554,78791,296,11,214,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,8,5,1,1,0,0
0,1,55,768,835074,?,1,25,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,12,0,3,1,1,0,0
0,?,276,1446,74843,309,11,147,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,43,5,5,8,1,0,0
0,?,141,948,207226,797,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,1,40,?,843626,3354,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0
0,?,992,1544,142380,962,11,570,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,17,125,6,3,1,0,0
0,?,221,927,118343,264,9,54,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,5,3,1,0,0
0,0,59,1756,110984,242,11,125,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,36,4,3,1,0,0
0,0,20,?,379205,1202,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0
0,0,243,733,118018,764,11,65,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4,29,19,6,3,1,0,0
