"html5_tags";"cms";"has_analytics";"has_js_jquery";"html5";"server";"id";"cluster"
0.007598784194528876;"6";"1";"1";"1";"3";426.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";427.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";428.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";429.0;"cluster_5"
0.07142857142857142;"6";"1";"1";"1";"3";430.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";431.0;"cluster_5"
0.022796352583586626;"6";"0";"0";"1";"3";432.0;"cluster_7"
0.0;"3";"0";"0";"0";"3";433.0;"cluster_5"
0.0;"11";"0";"0";"0";"1";434.0;"cluster_5"
0.0;"6";"1";"0";"1";"2";435.0;"cluster_0"
0.010638297872340425;"11";"1";"1";"1";"6";436.0;"cluster_0"
0.0;"11";"0";"0";"0";"6";437.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";438.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";439.0;"cluster_2"
0.0;"6";"1";"1";"1";"3";440.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";441.0;"cluster_5"
0.0;"6";"1";"1";"0";"3";442.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";443.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";444.0;"cluster_5"
0.0;"11";"1";"0";"1";"3";445.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";446.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";447.0;"cluster_5"
0.0;"6";"1";"1";"0";"6";448.0;"cluster_2"
0.0;"6";"1";"0";"0";"3";449.0;"cluster_2"
0.0;"11";"1";"0";"0";"22";450.0;"cluster_2"
0.00303951367781155;"11";"1";"1";"1";"3";451.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";452.0;"cluster_5"
0.0;"11";"1";"0";"0";"0";453.0;"cluster_2"
0.013677811550151976;"3";"1";"0";"1";"3";454.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";455.0;"cluster_5"
0.0182370820668693;"6";"1";"1";"1";"6";456.0;"cluster_0"
0.08966565349544073;"11";"1";"1";"1";"1";457.0;"cluster_0"
0.02735562310030395;"6";"0";"1";"1";"3";458.0;"cluster_7"
0.0;"6";"0";"1";"0";"3";459.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";460.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";461.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";462.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";463.0;"cluster_2"
0.0;"11";"1";"0";"0";"0";464.0;"cluster_2"
0.00303951367781155;"6";"0";"1";"1";"3";465.0;"cluster_7"
0.0;"11";"0";"0";"0";"1";466.0;"cluster_5"
0.0;"3";"1";"1";"0";"3";467.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";468.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";469.0;"cluster_2"
0.0;"11";"1";"0";"0";"0";470.0;"cluster_2"
0.0;"9";"1";"0";"0";"3";471.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";472.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";473.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";474.0;"cluster_2"
0.060790273556231005;"6";"0";"0";"1";"3";475.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";476.0;"cluster_5"
0.016717325227963525;"2";"1";"0";"1";"1";477.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";478.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";479.0;"cluster_2"
0.001519756838905775;"11";"0";"0";"1";"3";480.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";481.0;"cluster_5"
0.010638297872340425;"5";"1";"0";"1";"1";482.0;"cluster_0"
0.0;"3";"1";"0";"0";"3";483.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";484.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";485.0;"cluster_5"
0.07750759878419453;"11";"1";"0";"1";"1";486.0;"cluster_0"
0.0;"11";"1";"0";"0";"0";487.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";488.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";489.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";490.0;"cluster_2"
0.007598784194528876;"11";"1";"1";"1";"1";491.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";492.0;"cluster_5"
0.0;"11";"1";"0";"0";"22";493.0;"cluster_2"
0.0;"7";"1";"0";"0";"3";494.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";495.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";496.0;"cluster_5"
0.0;"11";"1";"1";"1";"4";497.0;"cluster_0"
0.0;"1";"1";"1";"1";"1";498.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";499.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";500.0;"cluster_5"
0.0;"11";"1";"1";"0";"14";501.0;"cluster_2"
0.0;"11";"0";"1";"0";"1";502.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";503.0;"cluster_5"
0.0;"1";"1";"1";"1";"1";504.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";505.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";506.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";507.0;"cluster_2"
0.015197568389057751;"6";"0";"1";"1";"3";508.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";509.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";510.0;"cluster_5"
0.0;"11";"1";"0";"1";"0";511.0;"cluster_0"
0.016717325227963525;"11";"1";"1";"1";"1";512.0;"cluster_0"
0.0;"11";"1";"0";"0";"1";513.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";514.0;"cluster_5"
0.0;"11";"1";"0";"1";"1";515.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";516.0;"cluster_5"
0.00303951367781155;"11";"1";"1";"1";"1";517.0;"cluster_0"
0.0;"6";"1";"1";"0";"3";518.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";519.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";520.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";521.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";522.0;"cluster_2"
0.0;"0";"1";"1";"1";"1";523.0;"cluster_0"
0.0;"11";"1";"1";"0";"1";524.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";525.0;"cluster_2"
0.0;"6";"1";"1";"0";"3";526.0;"cluster_2"
0.0;"11";"1";"0";"1";"1";527.0;"cluster_0"
0.0;"11";"1";"0";"0";"1";528.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";529.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";530.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";531.0;"cluster_2"
0.0;"11";"0";"0";"1";"3";532.0;"cluster_7"
0.0;"11";"1";"0";"0";"3";533.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";534.0;"cluster_5"
0.019756838905775075;"3";"1";"0";"1";"3";535.0;"cluster_0"
0.0;"11";"1";"1";"0";"3";536.0;"cluster_2"
0.0;"9";"1";"0";"0";"3";537.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";538.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";539.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";540.0;"cluster_5"
0.0;"5";"1";"0";"0";"1";541.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";542.0;"cluster_2"
0.00303951367781155;"11";"1";"0";"1";"22";543.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";544.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";545.0;"cluster_5"
0.0060790273556231;"11";"0";"1";"1";"3";546.0;"cluster_7"
0.0182370820668693;"11";"1";"1";"1";"3";547.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";548.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";549.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";550.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";551.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";552.0;"cluster_5"
0.0;"6";"1";"0";"0";"3";553.0;"cluster_2"
0.016717325227963525;"6";"0";"1";"1";"3";554.0;"cluster_7"
0.0;"11";"1";"0";"0";"3";555.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";556.0;"cluster_5"
0.0;"11";"1";"0";"0";"22";557.0;"cluster_2"
0.0;"6";"0";"0";"0";"3";558.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";559.0;"cluster_2"
0.0;"6";"0";"1";"0";"3";560.0;"cluster_5"
0.0;"11";"0";"0";"0";"1";561.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";562.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";563.0;"cluster_5"
0.0;"11";"1";"0";"0";"0";564.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";565.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";566.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";567.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";568.0;"cluster_5"
0.02735562310030395;"5";"0";"0";"1";"1";569.0;"cluster_7"
0.0;"11";"0";"0";"0";"1";570.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";571.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";572.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";573.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";574.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";575.0;"cluster_5"
0.0;"6";"0";"1";"1";"3";576.0;"cluster_7"
0.0;"11";"0";"0";"0";"3";577.0;"cluster_5"
0.0;"6";"1";"1";"1";"3";578.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";579.0;"cluster_5"
0.0;"11";"0";"1";"0";"3";580.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";581.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";582.0;"cluster_2"
0.0;"11";"1";"1";"1";"1";583.0;"cluster_0"
0.013677811550151976;"6";"0";"1";"1";"3";584.0;"cluster_7"
0.0;"11";"0";"0";"0";"3";585.0;"cluster_5"
0.0;"7";"0";"1";"0";"3";586.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";587.0;"cluster_5"
0.0;"11";"1";"0";"1";"1";588.0;"cluster_0"
0.0;"11";"0";"0";"1";"1";589.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";590.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";591.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";592.0;"cluster_5"
0.00303951367781155;"6";"0";"1";"1";"3";593.0;"cluster_7"
0.0;"11";"1";"1";"1";"3";594.0;"cluster_0"
0.0;"11";"0";"0";"0";"0";595.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";596.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";597.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";598.0;"cluster_2"
0.0;"11";"0";"1";"0";"22";599.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";600.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";601.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";602.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";603.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";604.0;"cluster_2"
0.0;"11";"0";"0";"0";"1";605.0;"cluster_5"
0.0060790273556231;"11";"1";"1";"1";"1";606.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";607.0;"cluster_5"
0.0;"6";"1";"1";"0";"3";608.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";609.0;"cluster_2"
0.0;"3";"0";"0";"0";"1";610.0;"cluster_5"
0.0;"11";"1";"0";"1";"3";611.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";612.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";613.0;"cluster_2"
0.0;"7";"1";"0";"0";"3";614.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";615.0;"cluster_5"
0.0;"7";"0";"1";"0";"3";616.0;"cluster_5"
0.0;"9";"1";"1";"0";"3";617.0;"cluster_2"
0.001519756838905775;"11";"1";"0";"1";"3";618.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";619.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";620.0;"cluster_2"
0.010638297872340425;"6";"0";"0";"1";"3";621.0;"cluster_7"
0.0;"7";"1";"0";"1";"3";622.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";623.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";624.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";625.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";626.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";627.0;"cluster_5"
0.004559270516717325;"11";"1";"0";"1";"1";628.0;"cluster_0"
0.0;"11";"1";"0";"0";"0";629.0;"cluster_2"
0.0;"7";"1";"1";"0";"3";630.0;"cluster_2"
0.0;"11";"0";"0";"0";"1";631.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";632.0;"cluster_2"
0.0;"6";"1";"0";"0";"3";633.0;"cluster_2"
0.00303951367781155;"11";"1";"0";"1";"0";634.0;"cluster_0"
0.0;"11";"1";"0";"0";"6";635.0;"cluster_2"
0.030395136778115502;"11";"1";"1";"1";"3";636.0;"cluster_0"
0.0;"11";"1";"1";"0";"0";637.0;"cluster_2"
0.0;"11";"1";"1";"1";"1";638.0;"cluster_0"
0.0;"11";"1";"0";"0";"1";639.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";640.0;"cluster_2"
0.041033434650455926;"11";"1";"0";"1";"1";641.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";642.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";643.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";644.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";645.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";646.0;"cluster_5"
0.001519756838905775;"11";"1";"0";"1";"3";647.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";648.0;"cluster_5"
0.0;"6";"1";"0";"1";"6";649.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";650.0;"cluster_2"
0.1474164133738602;"11";"1";"0";"1";"1";651.0;"cluster_0"
0.0;"11";"0";"1";"0";"1";652.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";653.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";654.0;"cluster_5"
0.0;"3";"1";"0";"0";"3";655.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";656.0;"cluster_5"
0.0;"3";"1";"0";"0";"22";657.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";658.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";659.0;"cluster_2"
0.02127659574468085;"11";"0";"1";"1";"3";660.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";661.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";662.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";663.0;"cluster_2"
0.0;"6";"1";"0";"0";"3";664.0;"cluster_2"
0.0;"11";"0";"1";"0";"1";665.0;"cluster_5"
0.001519756838905775;"11";"1";"0";"1";"3";666.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";667.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";668.0;"cluster_2"
0.015197568389057751;"11";"1";"1";"1";"1";669.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";670.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";671.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";672.0;"cluster_2"
0.03343465045592705;"11";"1";"0";"1";"1";673.0;"cluster_0"
0.0;"6";"1";"1";"0";"0";674.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";675.0;"cluster_5"
0.001519756838905775;"11";"1";"1";"1";"3";676.0;"cluster_0"
0.0;"11";"1";"0";"1";"0";677.0;"cluster_0"
0.016717325227963525;"6";"0";"0";"1";"3";678.0;"cluster_7"
0.0;"11";"0";"0";"0";"1";679.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";680.0;"cluster_5"
0.0;"5";"0";"1";"1";"1";681.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";682.0;"cluster_5"
0.0;"11";"1";"1";"1";"1";683.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";684.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";685.0;"cluster_5"
0.001519756838905775;"11";"1";"1";"1";"1";686.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";687.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";688.0;"cluster_5"
0.0;"7";"1";"0";"0";"3";689.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";690.0;"cluster_5"
0.0;"6";"1";"0";"1";"0";691.0;"cluster_0"
0.0;"3";"0";"0";"0";"3";692.0;"cluster_5"
0.00911854103343465;"6";"1";"1";"1";"6";693.0;"cluster_0"
0.0;"6";"1";"1";"0";"2";694.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";695.0;"cluster_5"
0.0;"11";"1";"1";"1";"3";696.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";697.0;"cluster_2"
0.0;"11";"0";"0";"1";"0";698.0;"cluster_7"
0.00303951367781155;"1";"1";"0";"1";"1";699.0;"cluster_0"
0.0;"7";"1";"0";"0";"0";700.0;"cluster_2"
0.0;"6";"1";"0";"1";"3";701.0;"cluster_0"
0.0;"11";"1";"1";"0";"1";702.0;"cluster_2"
0.0;"11";"1";"1";"0";"8";703.0;"cluster_2"
0.010638297872340425;"6";"1";"1";"1";"3";704.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";705.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";706.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";707.0;"cluster_5"
0.00303951367781155;"11";"1";"0";"1";"3";708.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";709.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";710.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";711.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";712.0;"cluster_2"
0.004559270516717325;"11";"1";"0";"1";"3";713.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";714.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";715.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";716.0;"cluster_2"
0.0;"11";"0";"1";"0";"14";717.0;"cluster_5"
0.0;"11";"1";"1";"1";"22";718.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";719.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";720.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";721.0;"cluster_2"
0.0;"5";"0";"1";"0";"1";722.0;"cluster_5"
0.0060790273556231;"6";"1";"0";"1";"0";723.0;"cluster_0"
0.00911854103343465;"6";"1";"1";"1";"3";724.0;"cluster_0"
0.0;"6";"0";"1";"1";"3";725.0;"cluster_7"
0.0;"11";"1";"1";"0";"1";726.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";727.0;"cluster_2"
0.0;"11";"0";"0";"1";"1";728.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";729.0;"cluster_5"
0.016717325227963525;"11";"1";"0";"1";"0";730.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";731.0;"cluster_5"
0.004559270516717325;"5";"1";"0";"1";"1";732.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";733.0;"cluster_5"
0.0;"6";"1";"1";"0";"3";734.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";735.0;"cluster_2"
0.0;"11";"1";"1";"0";"0";736.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";737.0;"cluster_5"
0.0;"11";"1";"0";"1";"1";738.0;"cluster_0"
0.0;"11";"1";"0";"0";"1";739.0;"cluster_2"
0.0;"9";"0";"0";"0";"3";740.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";741.0;"cluster_5"
0.0;"11";"0";"0";"0";"1";742.0;"cluster_5"
0.0;"11";"0";"0";"0";"0";743.0;"cluster_5"
0.00303951367781155;"11";"0";"1";"1";"3";744.0;"cluster_7"
0.0;"11";"1";"0";"0";"1";745.0;"cluster_2"
0.05167173252279635;"1";"1";"0";"1";"1";746.0;"cluster_0"
0.0;"11";"1";"0";"0";"22";747.0;"cluster_2"
0.06838905775075987;"6";"1";"1";"1";"0";748.0;"cluster_0"
0.0;"11";"0";"0";"0";"3";749.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";750.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";751.0;"cluster_2"
0.0;"11";"0";"0";"0";"1";752.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";753.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";754.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";755.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";756.0;"cluster_5"
0.0;"7";"0";"1";"0";"3";757.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";758.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";759.0;"cluster_5"
0.0;"6";"1";"1";"0";"3";760.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";761.0;"cluster_5"
0.0;"11";"1";"0";"0";"22";762.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";763.0;"cluster_2"
0.0;"11";"1";"1";"0";"3";764.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";765.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";766.0;"cluster_2"
0.0;"11";"1";"0";"0";"22";767.0;"cluster_2"
0.0;"11";"0";"0";"0";"1";768.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";769.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";770.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";771.0;"cluster_5"
0.00303951367781155;"11";"1";"0";"1";"22";772.0;"cluster_0"
0.0;"11";"1";"0";"1";"1";773.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";774.0;"cluster_5"
0.015197568389057751;"10";"0";"0";"1";"3";775.0;"cluster_7"
0.0;"11";"1";"0";"0";"1";776.0;"cluster_2"
0.0;"11";"1";"1";"0";"17";777.0;"cluster_2"
0.0;"7";"1";"1";"0";"3";778.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";779.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";780.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";781.0;"cluster_5"
0.0;"11";"1";"0";"0";"1";782.0;"cluster_2"
0.0;"11";"1";"1";"1";"0";783.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";784.0;"cluster_5"
0.016717325227963525;"6";"0";"1";"1";"3";785.0;"cluster_7"
0.0;"11";"1";"1";"0";"22";786.0;"cluster_2"
0.0;"3";"1";"0";"0";"3";787.0;"cluster_2"
0.001519756838905775;"11";"1";"0";"1";"3";788.0;"cluster_0"
0.0;"11";"0";"1";"0";"1";789.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";790.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";791.0;"cluster_2"
0.02127659574468085;"11";"1";"0";"1";"1";792.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";793.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";794.0;"cluster_2"
0.0;"6";"0";"1";"0";"3";795.0;"cluster_5"
0.00303951367781155;"6";"1";"0";"1";"3";796.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";797.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";798.0;"cluster_5"
0.02735562310030395;"1";"0";"0";"1";"1";799.0;"cluster_7"
0.0;"11";"0";"1";"0";"1";800.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";801.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";802.0;"cluster_5"
0.0;"11";"0";"0";"0";"3";803.0;"cluster_5"
0.0;"11";"0";"0";"0";"1";804.0;"cluster_5"
0.019756838905775075;"6";"1";"1";"1";"0";805.0;"cluster_0"
0.0;"11";"0";"0";"0";"1";806.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";807.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";808.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";809.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";810.0;"cluster_2"
0.0;"11";"1";"1";"0";"7";811.0;"cluster_2"
0.02127659574468085;"6";"1";"1";"1";"3";812.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";813.0;"cluster_5"
0.0;"11";"1";"1";"0";"1";814.0;"cluster_2"
0.0121580547112462;"11";"0";"0";"1";"1";815.0;"cluster_7"
0.016717325227963525;"11";"1";"0";"1";"1";816.0;"cluster_0"
0.0;"11";"1";"1";"1";"0";817.0;"cluster_0"
0.004559270516717325;"6";"0";"0";"1";"3";818.0;"cluster_7"
0.0;"3";"0";"1";"0";"3";819.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";820.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";821.0;"cluster_2"
0.0;"11";"1";"0";"0";"3";822.0;"cluster_2"
0.0;"6";"0";"0";"1";"3";823.0;"cluster_7"
0.022796352583586626;"6";"1";"1";"1";"3";824.0;"cluster_0"
0.0;"5";"0";"1";"0";"1";825.0;"cluster_5"
0.0;"11";"1";"0";"0";"0";826.0;"cluster_2"
0.0;"11";"0";"1";"0";"6";827.0;"cluster_5"
0.0;"11";"0";"0";"0";"1";828.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";829.0;"cluster_2"
0.0;"6";"1";"1";"0";"3";830.0;"cluster_2"
0.0;"11";"1";"0";"0";"1";831.0;"cluster_2"
0.0;"11";"0";"1";"0";"3";832.0;"cluster_5"
0.0;"11";"0";"0";"0";"13";833.0;"cluster_5"
0.00911854103343465;"11";"1";"0";"1";"3";834.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";835.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";836.0;"cluster_5"
0.0;"6";"1";"1";"1";"3";837.0;"cluster_0"
0.0;"11";"1";"1";"1";"3";838.0;"cluster_0"
0.0;"11";"1";"1";"0";"1";839.0;"cluster_2"
0.0;"11";"0";"1";"0";"1";840.0;"cluster_5"
0.0;"11";"0";"0";"0";"22";841.0;"cluster_5"
0.0;"6";"0";"1";"1";"3";842.0;"cluster_7"
0.0;"11";"1";"0";"1";"9";843.0;"cluster_0"
0.0;"11";"1";"0";"0";"0";844.0;"cluster_2"
0.0;"3";"0";"1";"0";"1";845.0;"cluster_5"
0.0;"6";"1";"1";"0";"3";846.0;"cluster_2"
0.0;"11";"1";"1";"0";"1";847.0;"cluster_2"
0.0182370820668693;"11";"0";"0";"1";"3";848.0;"cluster_7"
0.0;"11";"0";"0";"0";"22";849.0;"cluster_5"
0.0;"11";"1";"1";"0";"0";850.0;"cluster_2"
0.015197568389057751;"11";"1";"0";"1";"1";851.0;"cluster_0"
0.0;"11";"1";"0";"0";"3";852.0;"cluster_2"
0.0;"11";"0";"0";"0";"3";853.0;"cluster_5"
0.028875379939209727;"9";"1";"0";"1";"22";854.0;"cluster_0"
0.0;"11";"0";"0";"0";"22";855.0;"cluster_5"
0.0;"11";"1";"0";"0";"3";856.0;"cluster_2"
0.15501519756838905;"11";"0";"0";"1";"0";857.0;"cluster_7"
0.0;"11";"1";"0";"0";"1";858.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";859.0;"cluster_5"
0.0;"11";"1";"1";"0";"3";860.0;"cluster_2"
0.0;"11";"0";"0";"0";"22";861.0;"cluster_5"
0.0;"3";"1";"0";"0";"1";862.0;"cluster_2"
0.0;"11";"0";"1";"0";"3";863.0;"cluster_5"
