@relation data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_set_10_of_10

@attribute alexa_has_adult_content {0,1}
@attribute alexa_lang {0,1,2,3,4,5}
@attribute alexa_links_in numeric
@attribute alexa_load_time numeric
@attribute alexa_rank numeric
@attribute alexa_rank_dk numeric
@attribute cms {0,1,2,3,4,5,6,7,8,9,10,11}
@attribute external_links_count numeric
@attribute facebook_share {0,1}
@attribute has_analytics {0,1}
@attribute has_content_business {0,1}
@attribute has_content_film {0,1}
@attribute has_content_food {0,1}
@attribute has_content_games {0,1}
@attribute has_content_health {0,1}
@attribute has_content_music {0,1}
@attribute has_content_news {0,1}
@attribute has_content_shop {0,1}
@attribute has_content_sport {0,1}
@attribute has_content_technology {0,1}
@attribute has_content_transport {0,1}
@attribute has_content_xxx {0,1}
@attribute has_description {0,1}
@attribute has_js_angular {0,1}
@attribute has_js_backbone {0,1}
@attribute has_js_dojo {0,1}
@attribute has_js_ember {0,1}
@attribute has_js_handlebars {0,1}
@attribute has_js_jquery {0,1}
@attribute has_js_knockout {0,1}
@attribute has_js_modernizr {0,1}
@attribute has_js_mootools {0,1}
@attribute has_js_prototype {0,1}
@attribute has_js_underscore {0,1}
@attribute has_keywords {0,1}
@attribute html5 {0,1}
@attribute html5_tags numeric
@attribute img_count numeric
@attribute internal_links_count numeric
@attribute page_rank numeric
@attribute server {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@attribute title_tag {0,1}
@attribute twitter_share {0,1}
@attribute xhtml {0,1}
@attribute 'class_predicted_by: IBk' numeric

@data
0,0,0.002363,0.026925,0.188613,0.227882,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,22,0,0,0,0.5
0,?,0.010241,0.127996,0.320847,0.340585,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,1,0,0,0.3
0,?,0.029435,0.091127,0.009099,0.003754,11,0.074502,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.018237,0.01626,0.268437,0.75,3,1,0,0,0.5
1,?,0.007735,0.067976,0.132219,?,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.475
0,0,0.000358,?,0.438934,0.437164,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.275
0,0,0.001146,0.090005,0.204323,0.20314,6,0.004197,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.039024,0.092429,0,3,1,0,0,0.275
0,?,0.06775,0.031107,0.026697,0.013992,11,0.074502,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.018237,0.017886,0.029499,0.875,3,1,0,0,0.7
0,0,0.01196,0.041713,0.331398,0.511304,6,0.078699,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.009756,0.097345,0.875,3,1,0,0,0.175
0,1,0.002435,0.053595,0.307681,0.311066,11,0.050367,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.143089,0.05998,0.5,1,1,0,0,0.525
0,1,0.002721,0.019939,0.12299,0.080539,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,22,0,0,0,0.4
0,?,0.00666,0.086181,0.123125,0.130962,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,0,0,0,0.225
0,?,0.021557,0.10821,0.047713,0.03916,11,0.158447,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.027642,0.001967,0.625,1,1,0,0,0.625
0,?,0.004369,0.026262,0.189287,0.15613,5,0.050367,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066667,0.003933,0.5,22,1,0,0,0.575
0,?,0.001432,0.006119,0.295742,?,11,0.043022,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052033,0,?,1,1,0,0,0.575
0,?,0.009454,0.04513,0.539779,0.534767,11,0.04617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.01626,0.006883,0.625,1,1,0,0,0.35
0,0,0.006374,?,0.709583,0.417882,6,0.086044,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.164228,0.144543,0.375,2,1,0,0,0.25
0,?,0.050419,0.064406,0.280955,0.41191,11,0.100735,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.039024,0.051131,0.75,1,1,0,0,0.525
0,0,0.005156,?,0.257028,0.46566,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.275
0,1,0.011172,?,0.283223,0.300657,11,0.101784,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.021138,0,0.75,13,1,0,0,0.675
0,1,0.001934,0.046303,0.435264,0.575378,11,0.078699,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03252,0.00295,0.375,1,1,0,0,0.5
0,?,0.019695,0.071341,0.031351,0.026278,11,0.15425,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.069919,0.004916,0.625,8,1,0,0,0.5
0,?,0.011029,0.140898,0.12666,0.145721,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,0,0,0,0.35
0,0,0.0053,?,0.203719,0.192134,6,0.002099,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006504,0.082596,0.5,3,1,0,0,0.425
0,?,0.004154,?,0.537342,0.299718,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.4
0,1,0.128626,?,0.19879,?,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003933,0,3,1,0,0,0.375
0,?,0.020053,0.129883,0.222148,0.654808,11,0.174187,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.055285,0.034415,0.625,1,1,0,0,0.65
0,1,0.057939,0.031056,0.010151,0.436396,11,0.007345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003252,0,0.5,1,1,0,0,0.6
0,?,0.010958,0.029628,0.121817,0.113557,11,0.237146,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092683,0.00885,0.625,1,1,0,0,0.7
0,?,0.011172,0.078786,0.111856,0.162785,11,0.233998,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.022764,0,0.5,1,1,0,0,0.625
0,?,0.023419,0.062162,0.108116,0.132412,11,0.079748,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026016,0.000983,0.625,1,1,0,0,0.45
0,?,0.012533,0.206578,0.08573,0.046156,11,0.160546,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.073171,0,0.5,1,1,0,0,0.45
0,0,0.002865,?,0.305963,0.391178,6,0.005247,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006504,0.009833,0.375,3,1,0,0,0.35
0,?,0.002578,?,0.29027,0.344766,6,0.019937,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.033435,0.125203,0.088496,0.375,3,1,0,0,0.2
0,0,0.00265,0.064202,0.266718,0.323948,11,0.017838,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.047154,0.26352,0.375,3,1,0,0,0.45
0,?,0.100408,0.069454,0.106984,0.079515,11,0.075551,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022796,0.108943,0.038348,0.75,1,1,0,0,0.525
0,1,0.012963,0.040082,0.376284,0.502517,11,0.019937,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00813,0.016716,0.625,3,1,0,0,0.45
0,?,0.002363,0.06461,0.11526,0.110315,11,0.093389,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.030894,0,0.25,3,1,0,0,0.5
0,0,0.016902,0.033248,0.299728,0.477946,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.2
0,?,0.052424,0.070678,0.020586,0.012286,11,0.073452,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.115447,0.262537,0.75,3,1,0,0,0.675
0,?,0.003223,?,0.375348,0.550124,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.3
0,?,0.017188,0.148751,0.153944,0.142565,11,0.090241,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026016,0.036382,0.625,22,1,0,0,0.525
0,0,0.003724,0.056145,0.119027,0.318574,11,0.272823,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634,0.00295,0.375,22,1,0,0,0.65
0,1,0.037241,0.00872,0.124148,0.523505,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,22,0,0,0,0.425
0,?,0.003438,0.118154,0.201684,0.178824,11,0.019937,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.039024,0,0.375,3,1,0,0,0.2
0,1,0.019265,0.062213,0.458079,?,6,0.040923,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.018237,0.039024,0.066863,0.625,3,1,1,0,0.35
0,0,0.004154,0.03126,0.246771,0.200324,5,0.026233,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004878,0.001967,0.625,1,1,0,0,0.45
0,?,0.01282,?,0.438474,0.335466,6,0.03043,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.009119,0.058537,0.025565,0.75,3,0,0,0,0.525
0,0,0.008594,?,0.247759,0.23556,11,0.007345,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039024,0.106195,0.625,0,1,0,0,0.4
0,0,0.016759,0.136971,0.081976,0.312772,6,0.16999,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131707,0.166175,0.375,3,1,0,0,0.375
0,0,0.011817,0.046864,0.039451,0.013395,11,0.086044,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053659,0.006883,0.625,3,1,0,0,0.525
0,?,0.020698,?,0.401201,0.649091,11,0.002099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813,0,0.25,1,1,0,0,0.525
0,0,0.000716,0.006323,0.18309,0.141967,11,0.023085,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003252,0,0,3,1,0,0,0.375
0,1,0.03144,0.058134,0.016439,?,11,0.095488,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021138,0,0.75,1,1,0,0,0.6
0,1,0.016759,0.02463,0.17512,0.203566,11,0.192025,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.056231,0.071545,0.003933,0.625,1,1,0,0,0.45
0,0,0.000286,?,0.583647,0.631004,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.275
0,?,0.022416,0.130342,0.423065,0.590905,11,0.10808,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014634,0.048181,0.75,1,1,0,0,0.5
0,0,0.001146,?,0.388515,?,11,0.003148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011382,0.020649,0.125,2,1,0,0,0.125
0,0,0.003008,?,0.366179,0.443819,11,0.16999,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.063415,0.003933,0.375,1,1,0,0,0.375
0,0,0.005515,0.068332,0.128576,?,11,0.074502,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033435,0.029268,0,0.5,1,1,0,0,0.65
0,?,0.019767,0.046762,0.068965,0.158178,11,0.001049,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.015198,0,0.000983,0.5,0,1,0,0,0.55
0,?,0.005944,?,0.361899,0.333845,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,0,0,0,0.4
0,?,0.013034,0.027078,0.296607,0.333248,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,0,0,0,0.475
0,0,0.003223,?,0.135846,0.126013,11,0.10808,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.029268,0.000983,0.5,3,1,0,0,0.375
0,0,0.000573,?,0.224774,0.332054,6,0.001049,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00304,0.003252,0.012783,0,3,1,0,0,0.175
0,?,0.010671,0.069913,0.405898,0.670079,11,0.011542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003252,0,0.5,1,0,0,0,0.6
0,?,0.006231,0.08307,0.325233,0.176862,1,0.113326,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.043902,0.046214,0.5,1,1,0,0,0.575
0,?,0.008594,?,0.325805,0.443648,11,0.067156,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017886,0.000983,0.625,1,1,0,0,0.6
0,0,0.004727,?,0.227583,0.180189,11,0.174187,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439,0.042281,0.375,1,1,0,0,0.525
0,0,0.000716,?,0.318139,0.267895,6,0.035677,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.006079,0.047154,0.190757,0,3,1,0,0,0.5
0,?,0.000788,0.153238,0.283269,?,6,0.006296,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.012158,0.014634,0.023599,0.25,3,1,0,0,0.2
0,?,0.011745,0.043855,0.14896,0.090777,11,0.025184,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01626,0.001967,0.5,22,1,0,0,0.625
0,0,0.000072,?,0.538184,0.189318,6,0.007345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004559,0.001626,0.0059,?,3,1,0,0,0.225
0,0,0.010599,?,0.26504,0.358502,11,0.163694,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.004559,0.084553,0,0.625,1,1,0,0,0.475
0,?,0.004297,?,0.463378,?,11,0.008395,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.013008,0.054081,0.375,1,1,0,0,0.425
0,0,0.006446,0.033911,0.706771,?,6,0.023085,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.004559,0.026016,0.032448,0.5,0,1,0,0,0.4
0,0,0.020196,0.058185,0.057303,0.04573,3,0.038825,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634,0.00295,0.75,1,1,0,0,0.575
0,?,0.032658,0.089801,0.075704,0.069704,11,0.065058,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.042276,0.343166,0.625,16,1,0,0,0.5
0,1,0.005013,?,0.682211,0.556352,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.35
0,?,0.108429,0.104691,0.007382,0.00529,11,0.104932,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.195122,0.302852,0.875,3,1,0,0,0.6
0,1,0.045835,0.036104,0.07281,?,11,0.180483,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039024,0.00295,0.75,0,1,0,0,0.525
0,?,0.021271,0.065018,0.138534,0.456446,11,0.110178,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634,0.000983,0.5,3,1,0,0,0.6
0,?,0.031942,0.074554,0.02564,0.014845,11,0.070304,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.00152,0.019512,0.115044,0.625,22,1,0,0,0.525
0,0,0.004011,0.093626,0.181982,0.176094,11,0.426023,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055285,0,0.25,3,1,0,0,0.525
0,?,0.042398,0.122438,0.03682,0.02969,9,0.290661,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112195,0.051131,0.625,3,1,0,0,0.575
0,0,0.007305,0.219531,0.223245,0.723744,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,22,0,0,0,0.3
0,0,?,?,0.52117,0.180531,6,0.101784,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00304,0.517073,0.855457,?,3,1,0,0,0.675
0,0,0.003438,?,0.424278,0.452009,6,0.027282,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.00813,0.009833,0.375,3,1,0,0,0.425
0,0,0.000573,0.019327,0.424303,?,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0.275
0,?,0.001146,?,0.890827,0.465831,6,0.013641,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.041033,0.003252,0.069813,0.125,3,1,0,0,0.35
0,0,0.011387,0.1282,0.329381,0.350738,6,0.003148,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.013008,0.179941,0.5,3,1,0,0,0.3
0,0,0.003939,0.101785,0.129359,0.244006,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.375
0,0,0.026284,0.074401,0.036529,0.022609,11,0.152151,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.156098,0,1,3,1,0,0,0.7
0,0,0.005371,0.219327,0.166597,0.208941,11,0.313746,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.169106,0.036382,0.375,3,1,0,0,0.55
0,?,0.009812,0.173687,0.126407,0.208856,11,0.079748,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007599,0.01626,0.000983,0.75,8,1,0,0,0.525
0,0,0.001146,?,0.351164,?,11,0.047219,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.042276,0,0.125,0,1,0,0,0.4
0,?,0.004512,?,0.239234,?,11,0.159496,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.012158,0.034146,0.000983,0.375,1,1,0,0,0.525
0,0,0.000931,?,0.56898,0.470011,3,0.024134,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.026016,0.030482,0,3,1,0,0,0.425
0,0,0.001647,0.079398,0.338147,0.300145,3,0.043022,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.004559,0.091057,0.003933,0.25,3,1,0,0,0.275
0,?,0.005944,0.074911,0.152435,0.122089,3,0.047219,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022764,0,0.5,1,1,0,0,0.6
0,?,0.01418,0.063233,0.075298,0.084976,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,0,0,0,0.5
0,0,0.000573,?,0.803517,0.478543,11,0.006296,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.034146,0.108161,0.25,6,1,0,0,0.375
0,0,0.00043,?,?,0.602594,11,0.001049,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001626,0,0.5,3,0,0,1,0.375
0,1,0.00222,0.095461,0.148894,0.485453,11,0.001049,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029268,0.028515,0.5,22,1,0,0,0.375
0,?,0.013249,0.027945,0.105704,0.105366,11,0.043022,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.006504,0,0.5,3,1,0,0,0.475
0,1,0.014538,0.124324,0.123946,?,11,0.041973,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015198,0.050407,0.046214,0.25,3,1,0,0,0.525
0,?,0.000645,0.059357,0.278891,0.114837,11,0.043022,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061789,0,0.25,22,1,0,0,0.625
0,?,0.001934,0.013463,0.297573,0.23027,11,0.078699,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.068293,0,0.5,3,1,0,0,0.5
0,0,0.001218,?,0.160722,0.131303,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,22,0,0,0,0.3
0,?,0.009239,?,0.295151,0.756761,11,0.121721,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00152,0.029268,0.001967,0.75,1,1,0,0,0.55
0,?,0.002077,0.112545,0.473259,0.447402,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.575
0,0,0.002077,?,0.409315,0.49535,6,0.005247,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.027642,0.060964,0.125,3,1,0,0,0.35
0,1,0.014897,0.118511,0.115307,?,11,0.022036,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037398,0.016716,0.625,3,1,0,0,0.425
0,?,0.077204,?,0.338233,?,11,0.004197,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.001626,0,0,3,1,0,0,0.125
0,0,0.021199,?,0.216544,0.563348,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.275
0,?,0.009167,0.049006,0.333193,0.131132,5,0.054565,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.092683,0.0059,0.5,1,1,0,0,0.5
1,?,0.004225,?,0.115317,0.120979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,22,0,0,0,0.475
0,0,0.003581,0.030546,0.403368,?,11,0.006296,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.034146,0.029499,0.125,3,1,0,0,0.4
0,0,0.010026,0.063437,0.049188,0.034639,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,22,0,0,0,0.425
