alexa_lang,alexa_links_ins,alexa_load_time,alexa_rank,alexa_rank_dk,cms,external_links_count,facebook_share,has_analytics,has_description,has_keywords,html5,html5_tags,img_count,internal_links_count,server,title_tag,twitter_share,url,xhtml
1,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.40plus.dk,0
,4,3,7,4,11,2,0,1,0,0,0,0,2,0,1,1,0,http://www.louisiana.dk,0
,4,3,7,4,3,2,0,1,0,0,0,0,2,0,1,1,0,http://www.tvangsauktioner.dk,0
,5,1,6,4,7,2,0,1,0,1,0,0,0,1,3,1,0,http://www.ruc.dk,0
1,6,0,7,4,11,0,0,1,0,1,0,0,2,1,3,1,0,http://www.netgroup.dk,0
0,4,2,4,2,3,3,0,0,0,1,0,0,4,3,3,1,0,http://www.zalando.dk,0
1,4,4,6,4,2,3,0,1,0,1,0,0,3,0,1,1,0,http://www.legoland.dk,0
,4,4,3,2,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.borsen.dk,0
0,4,3,6,4,11,1,0,1,0,0,0,0,1,1,3,1,0,http://www.bloggersdelight.dk,0
0,,,6,4,11,1,0,0,0,1,1,0,4,3,3,1,0,http://www.rusnak.dk,0
0,5,1,5,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.ditonlinebetalingssystem.dk,0
,4,2,7,3,11,3,0,1,0,0,1,0,4,3,3,1,0,http://www.tv2oj.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.risskov-bilferie.dk,0
,5,1,6,3,11,3,0,0,0,0,0,0,4,0,0,1,0,http://www.aldi.dk,0
,,,7,4,7,3,0,1,0,1,0,0,4,0,3,1,0,http://www.mobiltjek.dk,0
0,3,5,7,4,11,0,0,1,0,1,0,0,1,3,3,1,0,http://www.foodfanatic.dk,0
,3,5,7,4,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.tvsyd.dk,0
0,,,7,4,11,1,0,1,0,1,0,0,3,0,3,1,0,http://www.ibckurser.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.kanalsport.dk,0
,4,2,6,4,3,3,1,1,0,0,1,0,4,0,0,1,0,http://www.bilmagasinet.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dis-danmark.dk,0
1,4,2,6,3,11,3,0,1,0,1,1,1,4,0,1,1,0,http://www.spigo.dk,0
,5,1,7,4,11,3,0,1,0,0,0,0,4,0,1,1,0,http://www.rabat-vvs.dk,0
0,3,5,7,4,11,1,0,1,0,0,0,0,4,3,3,1,0,http://www.jackienavarro.dk,0
0,,,7,4,3,2,0,1,0,1,0,0,1,0,3,1,0,http://www.laplacette.dk,0
,,,7,4,11,0,0,1,0,0,1,0,0,0,3,1,0,http://www.hotsites.dk,0
,4,2,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.gamereactor.dk,0
,6,0,7,4,11,1,0,1,0,1,0,0,2,0,0,1,0,http://www.lokalbolig.dk,0
,6,0,7,4,11,1,0,1,0,0,1,1,3,0,1,1,0,http://www.jespernielsen.dk,0
0,4,2,6,3,3,2,0,1,0,0,0,0,1,0,1,1,0,http://www.moviatrafik.dk,0
0,4,2,7,3,11,3,0,0,0,1,0,0,4,0,1,1,0,http://www.regionh.dk,0
0,,,7,4,3,1,0,0,0,0,0,0,3,0,3,1,0,http://www.dmsu.dk,0
,3,5,7,3,11,3,0,1,0,0,1,3,4,0,1,1,0,http://www.hestegalleri.dk,0
,4,2,7,4,11,3,0,1,0,0,1,2,1,0,1,1,0,http://www.irma.dk,0
,4,4,7,4,11,3,0,1,0,0,0,0,4,1,13,1,0,http://www.sportmaster.dk,0
1,5,1,6,,11,1,0,0,0,0,0,0,0,0,3,1,0,http://www.dyndns.dk,0
,,,7,4,11,3,0,1,0,0,1,0,4,3,3,1,0,http://www.kristendom.dk,0
,5,1,2,1,11,2,0,0,0,0,0,0,4,0,3,1,0,http://www.dmi.dk,0
,4,2,3,2,11,3,0,1,0,0,1,0,4,1,1,1,0,http://www.dandomain.dk,0
4,3,5,7,4,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.jobfinder.dk,0
,4,2,4,2,9,3,1,1,0,0,1,1,4,1,3,1,0,http://www.information.dk,0
0,4,3,7,4,11,2,0,0,0,0,1,2,2,3,3,1,1,http://www.skagenelsker.dk,0
0,,,5,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.macrosite.dk,0
,1,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.landbrugsavisen.dk,0
1,5,1,6,,11,1,0,0,0,1,0,0,3,0,3,1,0,http://www.volbeat.dk,0
0,5,1,5,3,11,3,0,1,0,1,1,0,4,0,3,1,0,http://www.annoncelight.dk,0
0,4,2,4,2,11,2,0,1,0,0,0,0,4,0,1,1,0,http://www.euroads.dk,0
0,,,7,4,11,0,0,1,0,0,1,0,3,2,3,1,0,http://www.stream-tv.dk,0
0,3,5,5,3,11,2,1,1,0,1,0,0,4,3,3,1,0,http://www.techwork.dk,0
0,,,7,3,11,3,0,1,0,0,0,0,4,3,1,1,0,http://www.dbusjaelland.dk,0
,5,1,7,4,11,1,0,0,0,0,0,0,2,0,22,1,0,http://www.brf.dk,0
1,6,0,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.feriekonto.dk,0
0,4,4,6,4,3,2,1,1,0,1,0,0,4,0,3,1,1,http://www.whenindoubt.dk,0
1,,,7,4,11,1,0,1,0,0,0,0,1,0,3,1,0,http://www.findvej.dk,0
0,,,7,4,3,1,0,1,0,1,0,0,0,0,3,1,0,http://www.skaaningmedia.dk,0
0,4,2,6,2,11,1,0,1,0,0,0,0,0,0,1,1,0,http://www.godmail.dk,0
,3,5,7,4,11,0,0,1,0,1,0,0,3,3,1,1,0,http://www.nyboligerhverv.dk,0
0,,,7,,11,1,0,0,0,0,1,0,4,3,3,1,0,http://www.laurajul.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.elitedaters.dk,0
,3,5,6,3,11,3,0,0,0,1,0,0,4,0,3,1,0,http://www.gratisspil.dk,0
,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.brejl.dk,0
0,4,3,7,,11,2,0,0,0,1,1,1,4,0,7,1,0,http://www.aiaiai.dk,0
,4,4,5,3,9,3,0,1,0,0,0,0,4,0,3,1,0,http://www.tipsbladet.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bd-store.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.avxperten.dk,0
,4,3,7,4,5,2,0,0,0,0,0,0,3,0,1,1,0,http://www.imerco.dk,0
,6,0,6,3,0,3,0,1,0,0,0,0,4,2,1,1,0,http://www.ao.dk,0
,4,2,6,3,1,2,0,1,0,0,0,0,3,0,1,1,0,http://www.fdih.dk,0
0,4,3,7,3,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.midttrafik.dk,0
,6,0,7,4,11,1,0,1,0,0,1,0,0,0,1,1,0,http://www.undervisningssystem.dk,0
,5,1,5,2,3,3,0,0,0,0,0,0,0,0,13,1,0,http://www.sydbank.dk,0
0,4,3,6,3,11,0,0,0,0,1,0,0,0,0,0,1,0,http://www.benaughty.dk,0
0,3,5,6,3,11,0,1,1,0,0,1,2,4,1,3,1,0,http://www.denkorteavis.dk,0
0,5,1,7,4,11,2,1,1,0,0,1,2,4,0,1,1,0,http://www.emaerket.dk,0
,4,3,5,2,11,3,0,0,0,1,0,0,2,1,1,1,0,http://www.edc.dk,0
1,5,1,6,,11,3,0,0,0,1,0,0,4,3,3,1,0,http://www.panoramas.dk,0
0,,,6,3,11,0,0,0,0,1,0,0,0,1,3,1,0,http://www.thuroee.dk,0
,3,5,6,3,11,3,1,1,0,0,1,0,4,0,1,1,0,http://www.biltorvet.dk,0
,4,2,6,3,11,3,0,1,0,0,1,1,4,0,1,1,0,http://www.cph.dk,0
0,4,4,6,3,11,3,0,1,0,0,1,1,4,0,3,1,0,http://www.escort5.dk,0
0,4,2,6,3,3,2,0,0,0,0,0,0,1,0,1,1,0,http://www.dongenergy.dk,0
,3,5,7,4,11,1,0,1,0,0,0,0,4,3,3,1,0,http://www.goerdetselv.dk,0
,5,1,7,3,2,3,0,1,0,1,0,0,4,2,1,1,0,http://www.hjemmet.dk,0
,4,3,7,4,4,3,0,1,0,0,0,0,1,0,1,1,0,http://www.lejerbo.dk,0
,5,1,7,4,11,2,0,1,0,1,0,0,1,0,1,1,0,http://www.click.dk,0
,4,2,7,4,1,3,0,1,0,1,0,0,4,0,1,1,0,http://www.folkeskolen.dk,0
1,4,4,6,4,11,3,0,1,0,0,0,0,4,1,1,0,0,http://www.expert.dk,0
1,4,2,7,4,11,2,0,1,0,1,1,0,4,0,9,1,0,http://www.supersaver.dk,0
,4,2,6,4,11,3,0,1,0,1,1,1,4,0,1,1,0,http://www.hwt.dk,0
1,4,2,6,,11,2,0,0,0,1,1,0,1,1,21,1,1,http://www.nihilogic.dk,0
1,6,0,6,3,11,1,0,1,0,1,1,1,0,0,3,1,0,http://www.ugenr.dk,0
1,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.amandur.dk,0
1,4,4,6,3,11,2,0,1,0,0,0,0,4,1,1,1,0,http://www.fashionland.dk,0
1,4,4,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.calles.dk,0
0,3,5,6,4,11,0,0,1,0,0,0,0,4,3,2,1,0,http://www.trilby.dk,0
0,5,1,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.pointshop.dk,0
,4,2,5,3,11,2,0,1,0,1,0,0,4,0,3,1,0,http://www.billigvvs.dk,0
,5,1,7,4,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.nordjyllandstrafikselskab.dk,0
,4,2,7,4,11,3,0,1,0,0,0,0,2,1,1,1,0,http://www.vejdirektoratet.dk,0
,3,5,6,4,11,2,0,0,0,1,0,0,1,0,1,1,0,http://www.keskole.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.abhumlegaarden.dk,0
,4,4,7,4,11,3,0,0,0,1,1,0,4,3,1,1,0,http://www.vejle.dk,0
,4,3,7,4,11,3,0,0,0,1,1,1,3,0,1,1,0,http://www.falklauritsen.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,2,3,22,1,0,http://www.lsb.dk,0
0,5,1,7,,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.lme-partner.dk,1
0,5,1,7,4,11,1,0,1,0,1,0,0,1,0,0,1,0,http://www.matchaffinity.dk,0
,4,3,7,4,3,2,0,1,0,0,0,0,1,0,3,1,0,http://www.intersport.dk,0
,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.hifiklubben.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.frimindeks.dk,0
,4,3,6,3,11,3,0,1,0,1,1,1,1,1,1,0,0,http://www.ofir.dk,0
1,3,5,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.den.dk,0
,4,2,7,4,1,2,0,1,0,1,1,0,4,0,1,1,0,http://www.onskeborn.dk,0
,3,5,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.iraq4allnews.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mobilpriser.dk,0
1,4,3,5,2,11,3,0,1,0,1,0,0,0,0,3,1,0,http://www.unibet.dk,0
0,,,7,4,9,3,1,1,0,0,0,0,4,3,3,1,0,http://www.altomboern.dk,0
0,4,2,7,4,11,0,0,1,0,1,0,0,2,2,14,1,0,http://www.boligejer.dk,1
0,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.pnn.dk,0
,5,1,5,3,11,1,0,1,0,0,0,0,1,1,0,1,0,http://www.ordnet.dk,0
0,5,1,7,4,11,0,1,1,0,1,0,0,1,0,3,1,0,http://www.datemig.dk,0
0,5,1,6,4,9,2,0,1,0,0,1,1,4,1,0,1,0,http://www.dmjx.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,4,2,3,1,0,http://www.cykelgear.dk,0
0,4,2,7,4,11,2,0,1,0,1,0,0,4,3,0,1,0,http://www.sport24.dk,0
1,,,7,,11,0,0,0,0,1,0,0,4,2,3,1,0,http://www.friendster.dk,0
1,4,2,6,4,7,2,0,1,0,0,0,0,3,0,3,1,0,http://www.roskilde-festival.dk,0
1,4,4,6,,11,3,0,0,0,0,0,0,0,0,3,1,0,http://www.perbang.dk,0
0,5,1,7,4,3,2,0,1,0,0,0,0,1,0,1,1,0,http://www.efif.dk,1
0,,,7,4,11,0,0,1,0,1,1,0,1,1,3,1,0,http://www.dacia.dk,0
0,,,7,4,11,2,0,1,0,0,1,1,4,0,3,1,0,http://www.dinby.dk,0
0,4,2,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.huscompagniet.dk,0
0,,,7,4,11,1,0,1,0,0,0,0,3,0,3,1,0,http://www.ingenco2.dk,0
,4,4,6,3,11,3,0,0,0,1,1,2,4,0,1,1,0,http://www.jobzonen.dk,0
,4,4,7,4,11,0,0,0,0,0,1,1,0,0,6,1,0,http://www.powersound.dk,0
,3,5,7,4,11,3,0,1,0,0,0,0,3,0,3,1,0,http://www.ungmor.dk,0
0,1,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.sexwriter.dk,0
,3,5,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.gucca.dk,0
0,5,1,7,4,11,3,0,0,0,1,0,0,4,0,1,1,0,http://www.boligdebatten.dk,1
,4,2,6,3,11,3,0,0,0,0,0,0,4,0,3,1,0,http://www.bodybuilding.dk,0
0,4,4,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.webtema.dk,0
1,5,1,7,4,11,2,0,0,0,0,0,0,3,1,15,1,0,http://www.statsbiblioteket.dk,0
1,4,3,7,4,11,0,0,1,0,0,0,0,1,0,1,0,0,http://www.border-shop.dk,0
,4,2,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.storebaelt.dk,0
,5,1,6,3,9,2,1,1,0,0,1,2,4,0,19,1,0,http://www.denblaaplanet.dk,0
,5,1,7,4,11,2,1,1,0,1,1,1,3,0,0,1,0,http://www.gomore.dk,0
,,,7,4,11,3,0,1,0,0,0,0,4,2,1,1,0,http://www.mosquito.dk,0
0,,,7,4,4,3,0,1,0,1,1,1,4,0,1,1,0,http://www.soendag.dk,0
1,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.wow.dk,0
,4,2,3,2,11,3,0,1,0,0,0,0,3,1,3,1,0,http://www.jobindex.dk,0
0,6,0,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dan-links.dk,0
0,,,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.htcforum.dk,0
0,,,7,4,11,2,1,1,0,0,0,0,4,2,3,1,0,http://www.swingcar.dk,0
1,4,2,7,,11,2,0,1,0,1,0,0,4,0,3,1,0,http://www.woodwood.dk,0
,4,3,7,4,11,3,0,0,0,0,1,0,2,0,1,1,0,http://www.ide.dk,0
1,5,1,7,5,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.www2.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.kc-hillerod.dk,0
1,4,4,6,,11,3,0,1,0,1,1,1,4,0,1,1,0,http://www.pj.dk,0
1,5,1,7,3,11,3,0,1,0,0,1,1,4,0,1,1,0,http://www.spilop.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.uniit.dk,0
0,4,3,7,4,11,3,0,1,0,1,0,0,0,0,3,1,0,http://www.careerjet.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.opnoerhuset.dk,0
0,4,2,7,4,3,3,0,1,0,1,0,0,1,0,3,1,0,http://www.dethitter.dk,0
,5,1,7,4,11,3,0,0,0,0,0,0,1,0,3,1,0,http://www.renault.dk,0
0,4,4,5,3,11,3,0,1,0,1,0,0,4,3,3,1,0,http://www.180grader.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.skousenos.dk,0
,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kids-world.dk,0
0,3,5,7,4,3,2,0,1,0,0,0,0,1,1,1,1,0,http://www.viauc.dk,0
0,,,7,4,3,0,0,1,0,0,1,0,2,1,3,1,0,http://www.dit-indbo.dk,0
0,4,3,7,4,3,1,0,0,0,0,0,0,1,0,1,1,0,http://www.dongenergy-distribution.dk,0
0,4,2,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.digital-kingdom.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.overhoert.dk,0
1,6,0,7,4,11,0,0,1,0,0,0,0,1,0,1,1,0,http://www.pc-auto.dk,0
0,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.fullrate.dk,0
1,6,0,7,4,9,3,0,0,0,0,1,1,1,0,3,1,0,http://www.stofanet.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.ia-online.dk,0
0,4,3,6,3,11,3,0,1,0,0,0,0,2,0,3,1,0,http://www.findpriser.dk,0
0,4,3,7,4,11,0,0,1,0,1,0,0,4,3,22,1,0,http://www.conradelektronik.dk,0
,5,1,6,3,11,3,0,1,0,1,0,0,0,0,3,1,0,http://www.resultat.dk,0
0,,,7,5,11,2,1,1,0,0,0,0,0,0,3,1,0,http://www.konkurrencer-konkurrencer.dk,0
1,4,3,5,3,11,2,0,1,0,1,0,0,1,0,1,1,0,http://www.computersalg.dk,0
,4,4,7,5,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.onlinebooking.dk,0
,3,5,5,4,11,0,0,0,0,0,0,0,2,1,3,1,0,http://www.smartlog.dk,0
0,,,7,4,11,3,0,1,0,1,0,0,3,0,3,1,0,http://www.kc-hil.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.elbutik.dk,0
,4,2,7,4,11,3,0,1,0,0,1,0,4,3,3,1,0,http://www.connery.dk,0
,5,1,7,5,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kamerahuset.dk,0
0,4,4,7,,11,1,0,1,0,1,0,0,4,3,3,1,0,http://www.trendkey.dk,0
,4,3,7,4,11,1,0,0,0,1,0,0,4,3,3,1,0,http://www.stadium.dk,0
1,5,1,6,,11,0,0,1,0,0,1,1,0,1,3,1,0,http://www.noma.dk,0
,4,3,7,4,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.plantetorvet.dk,0
,4,2,7,4,3,3,1,0,0,0,1,1,4,1,1,1,0,http://www.forsvaret.dk,0
,4,2,7,3,11,3,0,1,0,0,1,2,4,2,1,0,0,http://www.tivoli.dk,0
1,5,1,7,4,11,2,0,0,0,1,0,0,3,3,1,1,0,http://www.foss.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.psykologidialog.dk,0
,5,1,7,4,11,1,0,1,0,1,0,0,2,0,3,1,0,http://www.korsholm.dk,0
,,,7,4,3,3,0,1,0,0,0,0,3,1,1,0,0,http://www.energinet.dk,0
,5,1,7,4,7,0,0,0,0,1,1,1,4,3,3,1,0,http://www.bauhaus.dk,0
0,6,0,7,4,7,3,0,1,0,0,1,0,3,0,3,1,0,http://www.p-nissen.dk,0
0,6,0,7,,11,0,0,1,0,1,0,0,0,0,3,1,0,http://www.proletartesten.dk,0
,4,3,6,3,11,1,0,1,0,1,0,0,4,2,1,1,0,http://www.robinhus.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,4,3,6,1,0,http://www.piercingpusher.dk,0
,5,1,7,4,11,2,0,0,0,0,0,0,2,0,1,1,0,http://www.lidl.dk,0
,4,4,5,2,11,2,0,1,0,0,1,0,4,3,3,1,0,http://www.fyens.dk,0
0,,,6,4,11,0,0,0,0,0,0,0,4,2,7,1,0,http://www.ezz.dk,1
,4,2,7,4,11,3,0,1,0,0,0,0,3,0,1,1,0,http://www.apoteket.dk,0
0,4,3,6,3,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.dustinhome.dk,0
,5,1,6,3,11,3,1,1,0,0,1,0,4,3,3,1,0,http://www.tv2nord.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.forfattersiden.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,4,3,3,1,0,http://www.lidtmere.dk,0
1,,,6,4,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.yelp.dk,0
1,2,5,7,3,11,2,0,1,0,0,0,0,0,0,1,1,0,http://www.midtnord.dk,0
,5,1,7,4,11,2,0,0,0,0,0,0,1,0,0,1,0,http://www.danhost.dk,0
,4,2,4,2,11,1,0,1,0,1,0,0,1,0,3,1,0,http://www.aau.dk,0
,5,1,7,3,11,3,1,1,0,0,0,0,4,1,1,1,0,http://www.stark.dk,0
0,,,6,3,11,1,0,1,0,0,1,0,3,3,3,1,0,http://www.prestatips.dk,0
0,,,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.infocenteret.dk,0
1,4,2,7,,11,0,0,0,0,0,0,0,1,3,3,1,0,http://www.justaddwater.dk,0
,4,2,7,4,11,2,0,0,0,0,1,0,4,1,22,1,0,http://www.sony.dk,0
1,4,2,7,4,11,1,0,1,0,1,1,1,0,0,22,1,0,http://www.habbo.dk,0
0,,,7,4,11,1,0,1,0,0,0,0,1,1,3,1,0,http://www.sundhedslex.dk,0
,4,3,5,3,11,3,0,1,0,0,1,3,4,0,1,1,0,http://www.bilgalleri.dk,0
0,4,3,7,3,11,0,0,1,0,0,1,3,4,2,3,1,0,http://www.brugerpanelet.dk,0
,4,2,7,4,11,0,0,1,0,0,1,0,0,0,3,1,0,http://www.overskrift.dk,0
,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mitnykredit.dk,0
,4,2,7,4,4,2,0,0,0,1,0,0,4,0,1,1,0,http://www.flugger.dk,0
1,1,5,6,3,11,3,1,1,0,1,0,0,4,1,3,1,0,http://www.samvirke.dk,0
,4,2,6,3,11,3,0,0,0,0,0,0,4,0,3,1,0,http://www.bruun-rasmussen.dk,0
0,,,7,,11,0,0,1,0,0,1,3,0,0,3,1,0,http://www.paperandpaint.dk,0
0,,,7,4,3,1,0,0,0,0,1,1,0,0,2,1,0,http://www.fiskesnor.dk,0
,4,3,5,2,11,3,0,0,0,1,1,1,2,3,22,1,0,http://www.qxl.dk,0
0,5,1,7,4,11,2,0,0,0,0,1,0,4,3,3,1,0,http://www.trivago.dk,0
,5,1,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.vvs-eksperten.dk,0
,4,2,7,4,11,3,1,1,0,1,0,0,3,1,1,1,0,http://www.aeldresagen.dk,0
0,,,7,4,3,0,0,1,0,0,0,0,4,2,3,1,0,http://www.rokokoposten.dk,0
,4,2,7,4,11,3,0,1,0,1,0,0,4,3,0,1,0,http://www.batteribyen.dk,0
0,4,4,6,3,11,2,0,1,0,1,0,0,0,0,3,1,0,http://www.partnermedniveau.dk,0
,3,5,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.markedsforing.dk,0
0,3,5,7,4,11,1,0,1,0,0,0,0,3,2,1,1,0,http://www.cchobby.dk,0
,5,1,5,2,11,2,0,1,0,0,0,0,4,0,1,1,0,http://www.dsb.dk,0
,4,2,6,3,11,3,0,0,0,1,1,0,4,0,3,1,0,http://www.telmore.dk,0
,6,0,6,3,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.bif-support.dk,0
0,,,6,3,11,1,0,1,0,1,0,0,4,3,3,1,0,http://www.sinful.dk,0
,4,4,6,3,11,3,0,1,0,1,0,0,1,1,1,1,0,http://www.cbb.dk,0
,4,4,7,4,11,3,0,1,0,1,0,0,1,3,1,1,0,http://www.sundhedsguiden.dk,0
0,,,7,4,11,2,0,1,0,0,1,1,4,3,3,1,0,http://www.dreamsforkids.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.skolemat.dk,0
,4,4,7,4,11,2,0,1,0,1,0,0,4,0,22,1,0,http://www.touristonline.dk,0
,6,0,7,4,11,3,0,1,0,1,0,0,0,0,1,1,0,http://www.ssi.dk,0
,4,3,7,4,11,1,0,1,0,1,0,0,4,3,3,1,0,http://www.cyberimport.dk,0
0,,,6,3,11,3,0,1,0,1,1,0,4,1,22,1,0,http://www.hotelscombined.dk,0
0,5,1,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.csdb.dk,0
0,,,7,4,11,3,0,1,0,1,0,0,2,1,1,1,0,http://www.zoover.dk,0
1,4,4,6,4,11,3,0,1,0,0,0,0,4,0,7,1,0,http://www.colourbox.dk,0
0,,,6,3,11,0,0,1,0,1,0,0,4,3,0,1,0,http://www.petdreams.dk,0
0,4,4,6,2,3,1,0,1,0,1,0,0,1,1,3,1,0,http://www.flirtfair.dk,0
,4,4,6,4,11,3,0,1,0,0,0,0,4,1,22,1,0,http://www.computercity.dk,0
0,6,0,6,,11,0,0,0,0,0,0,0,2,0,0,1,0,http://www.iola.dk,0
0,5,1,6,4,11,0,0,1,0,0,1,0,0,0,3,1,0,http://www.mogens-moeller.dk,0
,4,4,1,1,9,1,0,0,0,0,1,3,4,3,22,1,0,http://www.tv2.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.historie-online.dk,0
,1,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.ibc.dk,0
,4,2,7,4,11,1,0,1,0,1,1,3,3,3,1,1,0,http://www.timelog.dk,0
,4,3,7,4,11,2,0,1,0,1,0,0,3,1,1,1,0,http://www.vordingborg.dk,0
,4,2,6,3,11,2,1,1,0,1,0,0,2,0,1,1,0,http://www.rideforbund.dk,1
,4,2,7,5,11,3,0,1,0,0,0,0,1,0,3,1,0,http://www.fejo.dk,0
0,4,3,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.guldknappen.dk,0
,4,2,6,3,11,2,0,0,0,0,0,0,0,0,22,1,0,http://www.atp.dk,0
0,3,5,6,4,3,3,0,1,0,1,0,0,4,0,3,1,0,http://www.sidelinien.dk,0
1,4,2,7,,11,2,0,0,0,0,0,0,3,0,3,1,0,http://www.lavrsen.dk,0
0,5,1,7,4,11,2,0,0,0,0,0,0,4,3,1,1,0,http://www.rm.dk,0
,3,5,6,4,3,3,1,1,0,0,1,0,4,0,0,1,0,http://www.bobedre.dk,0
,5,1,5,3,11,2,0,0,0,0,1,1,1,0,1,1,0,http://www.lejebolig.dk,0
1,4,2,7,5,11,2,0,1,0,0,0,0,3,2,1,1,0,http://www.spejdersport.dk,0
0,4,2,7,4,11,2,0,1,0,0,0,0,4,0,22,1,0,http://www.dagensbedste.dk,0
,4,4,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.vvsgiganten.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.kb.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.arla.dk,0
,4,2,6,4,11,3,0,0,0,0,1,0,4,0,0,1,0,http://www.downtown.dk,0
0,3,5,6,5,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.sarahlouise.dk,0
0,,,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.billigflash.dk,0
,4,2,5,2,11,3,0,1,0,0,1,0,4,1,1,1,0,http://www.coop.dk,0
