@relation data-weka.filters.unsupervised.attribute.RemoveType-Tstring-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.RemoveUseless-M95.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute alexa_has_adult_content {0,1}
@attribute alexa_links_in numeric
@attribute alexa_load_time numeric
@attribute alexa_rank numeric
@attribute alexa_rank_dk numeric
@attribute external_links_count numeric
@attribute facebook_share {0,1}
@attribute has_analytics {0,1}
@attribute has_content_business {0,1}
@attribute has_content_film {0,1}
@attribute has_content_food {0,1}
@attribute has_content_games {0,1}
@attribute has_content_health {0,1}
@attribute has_content_music {0,1}
@attribute has_content_news {0,1}
@attribute has_content_shop {0,1}
@attribute has_content_sport {0,1}
@attribute has_content_technology {0,1}
@attribute has_content_transport {0,1}
@attribute has_content_xxx {0,1}
@attribute has_description {0,1}
@attribute has_js_backbone {0,1}
@attribute has_js_dojo {0,1}
@attribute has_js_jquery {0,1}
@attribute has_js_modernizr {0,1}
@attribute has_js_mootools {0,1}
@attribute has_js_prototype {0,1}
@attribute has_keywords {0,1}
@attribute html5 {0,1}
@attribute html5_tags numeric
@attribute img_count numeric
@attribute internal_links_count numeric
@attribute page_rank numeric
@attribute title_tag {0,1}
@attribute twitter_share {0,1}
@attribute xhtml {0,1}

@data
0,0.01769,0.060683,0.295865,0.269004,0.256034,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.144715,0.022616,0.625,1,0,0
0,0.002363,0.02101,0.390203,0.250235,0.001049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626,0,?,1,0,0
0,0.000931,0.050688,0.452956,0.669141,0.026233,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0.00304,0.019512,0.007866,0.25,1,0,0
0,0.003294,?,0.257291,0.150073,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.009756,0.049164,0.125,1,0,0
0,0.002005,0.211984,0.119374,0.046498,0.002099,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.136585,0.009833,0.25,1,0,0
0,0.029148,?,0.301625,?,0.001049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626,0,0,1,0,0
0,0.00265,0.072565,0.17483,0.41174,0.0766,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.019512,0.004916,0.375,1,0,0
0,0.004297,0.050739,0.185367,0.320024,0.066107,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014634,0.003933,0.5,1,0,0
0,0.003867,0.124477,0.154995,0.144783,0.066107,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.073171,0.05998,0.5,1,0,0
0,0.004082,?,0.079958,0.068424,0.089192,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.086179,0.000983,?,1,0,0
0,0.001432,0.01642,0.208927,0.373347,0.259182,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.401626,0.058997,0.375,1,0,0
0,0,?,0.71011,0.27873,0.004197,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.011382,0.007866,?,1,0,0
0,0.007735,0.07129,0.166272,0.193669,0.265477,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.19187,0,0.375,1,0,0
0,0.004584,0.088475,0.415673,0.530245,0.176285,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.089431,0.000983,0.375,1,0,0
0,0.005658,0.043855,0.228718,0.223445,0.130115,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0.066667,0,0.625,1,0,0
0,0.009095,0.010556,0.137909,0.242385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.020268,0.071239,0.18993,0.177971,0.213012,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.120325,0.001967,0.625,1,0,0
0,0.000286,?,0.19936,0.07414,0.018888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,1,0,0
0,0.00222,?,0.190665,0.200751,0.157398,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.022764,0.009833,0.375,1,0,0
0,0.019265,0.04666,0.183343,0.126354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0
0,0.006589,0.098674,0.212136,0.389387,0.110178,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0.019757,0.019512,0.014749,0.625,1,0,0
0,0.024422,0.032075,0.422502,?,0.035677,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.006504,0.031465,?,1,0,0
0,0.024923,0.102754,0.356236,0.362768,0.256034,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.086179,0.026549,0.625,1,0,0
0,0.001504,?,0.599917,0.418992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.004512,0.184039,0.378279,0.526662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.016902,0.095461,0.113759,0.125501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.005443,0.011831,0.146668,0.081819,0.012592,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.014634,0.000983,0.625,1,0,0
0,0.00043,?,0.481842,0.409521,0.03043,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.035772,0.045231,0.25,1,0,0
0,0.025568,0.087506,0.075669,0.044279,0.229801,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.00304,0.097561,0.007866,0.75,1,0,0
0,0.01683,0.077562,0.137265,0.225919,0.050367,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.037398,0.078663,0.625,1,0,0
0,0.001432,?,0.578009,0.653016,0.232949,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.16748,0,0.375,1,0,0
0,0.009454,0.046099,0.234146,0.455763,0.26128,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.006079,0.011382,0,0.625,1,0,0
0,0.010528,0.078123,0.254717,0.431874,0.132214,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0.018237,0.100813,0.001967,0.625,1,0,0
0,0.005156,0.053697,0.147873,0.140944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.003366,0.049159,0.571765,0.376589,0.002099,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003252,0,0.375,1,0,0
0,0.069111,0.065834,0.058835,0.077382,0.059811,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047154,0.001967,0.75,1,0,0
0,0.010958,?,0.089758,0.066888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.001361,?,0.4227,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0
0,0.004154,?,0.4032,0.369934,0.002099,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.014634,0.054081,0.5,1,0,0
0,0.00265,?,0.603938,0.370361,0.018888,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.016717,0.021138,0.103245,0.5,1,0,0
1,0.00795,0.015655,0.061498,0.047351,0.079748,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.029268,0,0.375,1,0,0
0,0.001719,0.037838,0.125114,0.124136,0.004197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.034146,0.072763,0.25,1,0,0
0,0.00931,0.075421,0.063117,0.027131,0.19937,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.030894,0.000983,0.5,1,0,0
0,0.00308,0.064916,0.118937,0.114922,0.019937,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.004878,0.031465,0.5,1,1,0
0,0.002435,?,0.692173,0.371726,0.065058,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.03252,0,0.375,1,0,0
0,0.004584,?,0.366136,0.15869,0.039874,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.105691,0.148476,0.375,1,0,0
0,0.037456,0.110709,0.038924,0.019879,0.039874,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013008,0.020649,0.875,1,0,0
0,0.005944,?,0.429483,0.342206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0
0,0.008308,?,0.417871,0.661292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.008594,?,0.247759,0.23556,0.007345,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039024,0.106195,0.625,1,0,0
0,0.003724,?,0.289753,0.247419,0.026233,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.042276,0.000983,0.375,1,0,0
0,0.005944,?,0.303669,0.423855,0.066107,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.021138,0.00295,0.5,1,0,0
0,0.00709,0.090668,0.26232,0.358075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
0,0.006374,0.063437,0.27099,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.008809,0.089087,0.152967,0.26909,0.06191,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.027356,0.068293,0.001967,0.5,1,0,0
0,0.006159,?,0.271432,0.603617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0
0,0.005228,?,0.436126,0.225578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.036525,0.066803,0.263868,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0
0,0.000931,?,0.53197,0.588346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.002793,?,0.258715,0.262008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.029721,0.08409,0.112993,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
0,0.001504,0.364253,0.394853,?,0.002099,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.017886,0.115044,0,1,0,0
0,0.009668,0.066752,0.13502,0.163297,0.023085,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.013008,0.193707,0.625,1,0,1
0,0.005801,?,0.193874,0.129426,0.003148,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.030894,0.079646,0.25,1,0,0
0,0.012175,0.056655,0.150625,0.135569,0.244491,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.299187,0.001967,0.5,1,0,0
0,0.001361,?,0.17431,0.131388,0.010493,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.019512,0.003933,0,1,0,0
0,0.001934,0.082866,0.024425,0.011774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0
0,0.009239,0.050892,0.059743,0.057504,0.130115,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.053659,0,0.5,1,0,0
0,0.003509,0.06257,0.512005,0.382902,0.035677,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.006504,0,0.375,1,0,0
0,0.003151,0.032279,0.075169,0.027899,0.004197,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.013678,0.004878,0.045231,?,1,0,0
0,0.018477,0.015859,0.143535,0.158348,0.018888,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.001626,0,0.75,1,0,0
0,0.001146,?,0.421403,0.38623,0.175236,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.104065,0.000983,0.25,1,0,0
0,0.011602,0.077155,0.066872,0.064329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.021271,0.08562,0.02817,0.014077,0.017838,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.053097,0.625,1,0,0
0,0.003939,0.050994,0.171633,0.143844,0.082896,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.052033,0.001967,0.625,1,0,0
0,0.003008,?,0.294673,0.34468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
0,0.008308,0.041458,0.215012,0.419248,0.020986,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173984,0.304818,0.75,1,0,0
0,0.03982,0.024885,0.01569,0.007934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,0
0,0.00444,0.037889,0.17712,0.166027,0.018888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00304,0.00813,0.019666,0.5,1,0,0
0,0.008093,?,0.124758,0.091033,0.03148,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0.011382,0.001967,0.5,1,0,0
0,0.00265,?,0.392131,0.309701,0.074502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813,0,0.625,1,0,0
0,0.004154,?,0.397457,0.355686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.012175,0.121265,0.271404,0.248272,0.10703,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.107317,0.089479,0.5,1,0,0
0,0.012175,0.093881,0.168313,0.075079,0.038825,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.037398,0.083579,0.25,1,0,0
0,0.007377,0.271698,0.14439,0.274806,0.058762,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0.034146,0.033432,0.625,1,0,0
0,0.007663,0.036257,0.335822,0.275403,0.045121,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.039024,0.006883,0.375,1,0,0
1,0.002936,0.042886,0.149085,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1,0,0
0,0.0217,0.107394,0.107763,0.531439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.001862,0.022998,0.080565,0.04974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0
0,0.000573,?,0.894004,0.524955,0.013641,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001626,0.000983,0.25,1,0,0
0,0.018764,0.08924,0.164797,0.141114,0.109129,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.030894,0.014749,0.875,1,0,0
0,0.002292,0.061091,0.459435,0.318403,0.326338,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0.006079,0.021138,0.029499,0.375,1,0,0
0,0.005371,0.050688,0.117059,0.077297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.007019,?,0.155766,0.109035,0.009444,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.011382,0.098328,0.25,1,0,0
0,0.003581,0.155278,0.275612,0.428291,0.025184,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.04878,0.437561,0.375,1,0,0
0,0.003653,0.105507,0.370834,0.398601,0.019937,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.014634,0.000983,0.5,1,0,0
0,0.004512,?,0.081446,0.085488,0.01574,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.042276,0.354966,0.5,1,0,0
0,0.013751,0.049414,0.358888,0.366522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.001003,?,0.706168,?,0.001049,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1,0,0
0,0.016186,0.077664,0.123005,0.128231,0.006296,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.04065,0.156342,0.375,1,0,1
0,0.01017,0.443447,0.281345,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.012032,0.023763,0.218182,0.394164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0,0
0,0.016257,0.129832,0.227552,0.611467,0.274921,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.081301,0.00295,0.625,1,0,0
0,0.003438,?,0.205253,0.390666,0.073452,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.00152,0.034146,0.000983,0.375,1,0,0
0,0.012462,?,0.116067,0.083184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.005801,0.225242,0.120269,0.144954,0.222455,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.144715,0.010816,0.625,1,0,0
0,0.000716,?,0.70141,0.295709,0.01574,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.010638,0.014634,0.003933,?,1,1,0
0,0.004584,0.068434,0.074289,0.117481,0.074502,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.022764,0.00295,0.375,1,0,0
0,0.001146,0.054564,0.251728,0.180787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0
0,0.002865,?,0.22716,0.420357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.002507,?,0.408136,?,0.016789,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.022764,0.034415,0.5,1,0,0
0,0.005873,0.022642,0.463588,0.492364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
0,0.00795,0.20872,0.317804,0.328897,0.045121,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00813,0.018682,0.5,1,0,0
0,0.083292,0.023967,0.130162,0.110827,0.121721,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.004559,0.021138,0.020649,0.875,1,0,0
0,0.014395,?,0.083154,0.085146,0.010493,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.029268,0.028515,0.375,1,0,0
0,0.004297,?,0.327764,0.18855,0.047219,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.009756,0,0.625,1,0,0
0,0.005371,0.134268,0.177201,0.107841,0.786988,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.050407,0,0.5,1,0,0
0,0.008093,0.08103,0.275607,0.359099,0.096537,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.00813,0.000983,0.625,1,0,0
0,0.001146,?,0.385579,0.288969,0.012592,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01626,0.082596,0.125,1,0,0
0,0.003294,?,0.399173,0.726303,0.033578,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0.00304,0.035772,0.72468,0.25,1,0,0
0,0.002292,0.149822,0.053715,0.031909,0.004197,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.021138,0.148476,0.125,1,0,0
0,0.013178,0.0231,0.506476,0.546284,0.020986,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.030395,0.01626,0,0.75,1,0,0
0,0.010241,0.048343,0.061926,0.039672,0.354669,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.113821,0,0.625,1,0,0
0,0.00179,?,0.417804,0.398771,0.009444,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.017886,0.004916,0.5,1,0,0
0,0.01282,0.069556,0.019667,0.009641,0.035677,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.074797,0,0.625,1,0,0
0,0.00308,?,0.204089,0.182066,0.004197,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.01626,0.000983,0.625,1,0,1
0,0.018692,0.033299,0.045876,0.041805,0.904512,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.041033,0.333333,0.017699,0.625,1,0,0
0,0.001003,?,0.727798,0.37403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.011387,0.146813,0.229314,0.08745,0.290661,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.253659,0.003933,0.625,1,0,0
0,0.080427,0.008363,0.206446,?,0.069255,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.021138,0.000983,0.75,1,0,0
0,0.000645,?,0.529727,0.244348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.003008,0.074605,0.113013,0.11313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0
0,0.00795,?,0.327922,?,0.223505,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0.00152,0.069919,0.018682,0,1,0,0
0,0.012318,0.073381,0.116131,0.261582,0.017838,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.00813,0.047198,0.75,1,0,0
0,0.005443,?,0.260774,0.386059,0.022036,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.029268,0.056047,0.375,1,1,0
0,0.002435,?,0.162751,?,0.075551,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00813,0.001967,0.375,1,0,0
0,0.014753,0.076849,0.199365,0.246737,0.120672,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0.147416,0.186992,0.284169,0.625,1,0,0
0,0.001289,0.033401,0.254033,0.182152,0.009444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003252,0.000983,?,1,0,0
0,0.005515,0.084549,0.187382,0.080795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0.039533,0.104131,0.056876,0.055627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
0,0.002578,?,0.210051,?,0.13851,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.045528,0.001967,0.375,1,0,0
0,0.000143,?,0.440185,0.209282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0.001719,0.040898,0.157737,0.412593,0.01574,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.004878,0.001967,0.25,1,0,0
0,0.002077,0.090617,0.250053,0.14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
0,0.007305,?,0.152994,0.142309,0.136411,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.027642,0.00295,0.375,1,0,0
0,0.010385,0.06563,0.014456,0.00546,0.143757,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0.021277,0.131707,0.006883,0.625,1,0,0
