has_content_business;;;;has_content_film;;;;has_content_food;;;;has_content_games;;;;has_content_health;;;;has_content_music;;;;has_content_news;;;;has_content_shop;;;;has_content_sport;;;;has_content_technology;;;;has_content_transport;;;;has_content_xxx;;;;id;;;;page_rank;;;;
sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;0;0.0;0.0;0.0;12;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;12072.0;1006.0;147.0;666.331999332;5.375;0.447916666667;0.375;0.23639178579;
7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;8901.0;1271.57142857;155.0;723.031486598;4.25;0.607142857143;0.625;0.104124140979;
0;0.0;0.0;0.0;22;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;22;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;27269.0;1239.5;158.0;731.49185977;10.25;0.465909090909;0.5;0.169314368474;
12;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;0;0.0;0.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;0;0.0;0.0;0.0;10448.0;870.666666667;163.0;700.813495558;5.625;0.46875;0.5;0.198464155034;
0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;13629.0;1362.9;165.0;614.639316998;5.25;0.525;0.75;0.2;
7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;9567.0;1366.71428571;167.0;807.929225027;4.0;0.571428571429;0.375;0.198848727244;
0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;6770.0;1354.0;171.0;770.470765182;2.375;0.475;0.125;0.215058131676;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;18;1.0;1.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;17621.0;978.944444444;6.0;731.175041531;8.21643167028;0.456468426127;0.375;0.181355524091;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;26301.0;1461.16666667;176.0;811.739438901;7.46643167028;0.41480175946;0.5;0.207728389613;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;16;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;16;1.0;1.0;0.0;16;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;16;1.0;1.0;0.0;0;0.0;0.0;0.0;21076.0;1317.25;187.0;653.397323609;6.625;0.4140625;0.5;0.205959786351;
0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;18;1.0;1.0;0.0;0;0.0;0.0;0.0;26118.0;1451.0;192.0;605.774802308;9.375;0.520833333333;0.5;0.200909390854;
17;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;22385.0;1316.76470588;196.0;776.635619717;10.7164316703;0.630378333546;0.625;0.140827839237;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5524.0;1104.8;200.0;695.024431225;2.75;0.55;0.5;0.0612372435696;
10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;12471.0;1247.1;201.0;531.923199344;6.25;0.625;0.625;0.136930639376;
5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;6556.0;1311.2;207.0;690.180382219;2.375;0.475;0.25;0.2;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;9909.0;1415.57142857;216.0;786.737904649;3.75;0.535714285714;0.5;0.110078821482;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;8185.0;1169.28571429;217.0;796.512167298;4.25;0.607142857143;0.5;0.104124140979;
10;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;11027.0;1102.7;218.0;681.086198656;3.875;0.3875;0.5;0.240117158904;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;99;1.0;1.0;0.0;99;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;99;1.0;1.0;0.0;0;0.0;0.0;0.0;111448.0;1125.73737374;8.0;737.772399081;48.9328633406;0.494271346874;0.5;0.200195730898;
0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;17;1.0;1.0;0.0;0;0.0;0.0;0.0;24543.0;1443.70588235;232.0;595.821110609;7.125;0.419117647059;0.375;0.205356471232;
0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;6585.0;1317.0;237.0;732.019945083;2.46643167028;0.493286334056;0.25;0.177285908187;
8;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;6040.0;755.0;248.0;660.573614369;3.71643167028;0.464553958785;0.375;0.120455104737;
12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;12;1.0;1.0;0.0;0;0.0;0.0;0.0;15834.0;1319.5;254.0;622.533867887;7.875;0.65625;0.875;0.217256808486;
7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;9708.0;1386.85714286;258.0;645.864963456;3.75;0.535714285714;0.625;0.264864231682;
13;1.0;1.0;0.0;13;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;13;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;13;1.0;1.0;0.0;0;0.0;0.0;0.0;15083.0;1160.23076923;286.0;584.089713057;8.375;0.644230769231;0.875;0.28523840335;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;7828.0;1304.66666667;316.0;642.250643354;1.5;0.25;0.25;0.190940653956;
0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6274.0;1045.66666667;332.0;585.733633053;2.625;0.4375;0.375;0.157288217401;
9;1.0;1.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;12823.0;1424.77777778;344.0;584.773608193;5.625;0.625;0.75;0.144337567297;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;7327.0;1221.16666667;346.0;677.840545819;2.875;0.479166666667;0.5;0.196541273585;
8;1.0;1.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;9513.0;1189.125;11.0;843.405957635;4.25;0.53125;0.5;0.223169638392;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10318.0;1146.44444444;350.0;421.219423186;3.375;0.375;0.375;0.166666666667;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;12319.0;1231.9;372.0;471.39631946;5.375;0.5375;0.375;0.2375;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6042.0;1007.0;376.0;427.570656929;2.625;0.4375;0.625;0.225346954716;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6836.0;1367.2;387.0;580.436525384;1.75;0.35;0.375;0.165831239518;
