cluster_0
has_content_business;has_content_film;has_content_food;has_content_games;has_content_health;has_content_music;has_content_news;has_content_shop;has_content_sport;has_content_technology;has_content_transport;has_content_xxx;id;page_rank
215;327;190;183;259;231;526;343;238;203;421;76;648233.0;261.847180043
0.408745247148;0.621673003802;0.361216730038;0.347908745247;0.492395437262;0.439163498099;1.0;0.652091254753;0.45247148289;0.385931558935;0.800380228137;0.144486692015;1232.38212928;0.497808327079
0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;7.0;0.625
0.491602044424;0.484969772404;0.480353207524;0.476306886605;0.499942167281;0.496285119701;0.0;0.476306886605;0.497735913976;0.486814534246;0.399714546326;0.351582547698;700.370825449;0.214209996948
cluster_1
has_content_business;has_content_film;has_content_food;has_content_games;has_content_health;has_content_music;has_content_news;has_content_shop;has_content_sport;has_content_technology;has_content_transport;has_content_xxx;id;page_rank
0;0;0;0;0;0;265;0;0;0;0;0;313540.0;105.511496746
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1183.16981132;0.398156591495
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;684.611850802;0.24925314221
cluster_10
has_content_business;has_content_film;has_content_food;has_content_games;has_content_health;has_content_music;has_content_news;has_content_shop;has_content_sport;has_content_technology;has_content_transport;has_content_xxx;id;page_rank
15;0;0;0;15;0;15;15;0;0;15;0;16160.0;7.875
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1077.33333333;0.525
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;18.0;0.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;658.769222785;0.215058131676
cluster_11
has_content_business;has_content_film;has_content_food;has_content_games;has_content_health;has_content_music;has_content_news;has_content_shop;has_content_sport;has_content_technology;has_content_transport;has_content_xxx;id;page_rank
5;5;0;0;0;0;5;5;5;0;5;0;3249.0;2.875
1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;649.8;0.575
1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;22.0;0.125
